player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Eli Ankou,/players/A/AnkoEl00.htm,0,0,0,1,0,0,0
Calais Campbell,/players/C/CampCa99.htm,0,0,1,0,0,0,0
Barry Church,/players/C/ChurBa99.htm,0,1,0,3,0,0,0
Aaron Colvin,/players/C/ColvAa00.htm,0,0,0,0,0,0,1
Dante Fowler,/players/F/FowlDa00.htm,1,0,0,1,0,0,0
Tashaun Gipson,/players/G/GipsTa00.htm,0,1,0,1,0,0,0
Malik Jackson,/players/J/JackMa02.htm,0,0,0,1,0,0,0
Myles Jack,/players/J/JackMy00.htm,0,0,0,3,0,1,0
Abry Jones,/players/J/JoneAb00.htm,0,0,0,1,0,0,0
Jalen Ramsey,/players/R/RamsJa00.htm,0,0,0,1,0,0,0
Telvin Smith,/players/S/SmitTe01.htm,0,2,0,1,0,1,0
Dawuane Smoot,/players/S/SmooDa00.htm,0,0,0,1,0,0,0
Henry Anderson,/players/A/AndeHe00.htm,1,0,0,1,0,0,0
Jonathan Bostic,/players/B/BostJo00.htm,1,0,0,1,0,1,0
Vontae Davis,/players/D/DaviVo99.htm,0,1,0,0,0,0,0
Matthias Farley,/players/F/FarlMa00.htm,0,1,0,1,0,1,0
T.J. Green,/players/G/GreeT.00.htm,0,0,0,0,0,1,1
Johnathan Hankins,/players/H/HankJo00.htm,0,0,0,2,0,1,0
Margus Hunt,/players/H/HuntMa00.htm,0,0,0,2,0,0,0
Barkevious Mingo,/players/M/MingBa00.htm,0,0,0,2,0,0,1
Kenny Moore,/players/M/MoorKe03.htm,0,0,0,0,0,0,1
Antonio Morrison,/players/M/MorrAn01.htm,0,0,1,6,0,2,1
Hassan Ridgeway,/players/R/RidgHa00.htm,1,0,0,0,0,0,0
Jabaal Sheard,/players/S/SheaJa00.htm,1,0,1,1,0,0,0
John Simon,/players/S/SimoJo01.htm,0,0,0,1,0,0,0
Grover Stewart,/players/S/StewGr00.htm,0,2,0,1,0,1,0
Al Woods,/players/W/WoodAl99.htm,0,1,0,1,1,0,0
