player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Mark Barron,/players/B/BarrMa00.htm,0,0,0,0,2,0,0
Connor Barwin,/players/B/BarwCo99.htm,0,0,0,1,1,0,0
Michael Brockers,/players/B/BrocMi00.htm,0,0,0,3,0,1,0
Blake Countess,/players/C/CounBl00.htm,0,1,0,1,0,0,0
Aaron Donald,/players/D/DonaAa00.htm,0,0,0,0,2,0,0
Samson Ebukam,/players/E/EbukSa00.htm,0,0,0,0,1,0,0
Morgan Fox,/players/F/FoxxMo00.htm,0,0,0,0,1,0,0
Bryce Hager,/players/H/HageBr00.htm,0,0,0,0,0,1,0
Troy Hill,/players/H/HillTr01.htm,0,0,0,0,1,1,0
John Johnson,/players/J/JohnJo10.htm,0,0,0,2,1,0,0
Trumaine Johnson,/players/J/JohnTr05.htm,0,0,0,1,1,1,0
Lamarcus Joyner,/players/J/JoynLa00.htm,0,0,0,1,1,0,0
Cory Littleton,/players/L/LittCo01.htm,0,1,0,0,0,0,1
Matt Longacre,/players/L/LongMa00.htm,1,1,0,0,0,0,0
Alec Ogletree,/players/O/OgleAl00.htm,0,1,1,1,2,1,0
Robert Quinn,/players/Q/QuinRo00.htm,0,0,0,1,1,0,0
Tyrunn Walker,/players/W/WalkTy00.htm,1,0,0,1,0,0,0
Andrew Adams,/players/A/AdamAn01.htm,0,0,0,1,0,1,0
Eli Apple,/players/A/ApplEl00.htm,1,0,0,0,0,0,0
Jay Bromley,/players/B/BromJa00.htm,0,0,0,0,0,0,1
Ross Cockrell,/players/C/CockRo00.htm,3,0,0,0,1,1,0
Landon Collins,/players/C/CollLa00.htm,4,0,0,0,0,0,1
Curtis Grant,/players/G/GranCu01.htm,0,2,0,1,1,1,1
Damon Harrison,/players/H/HarrDa03.htm,1,1,2,2,0,1,0
Nigel Harris,/players/H/HarrNi00.htm,1,0,0,0,0,0,0
Devon Kennard,/players/K/KennDe00.htm,0,0,0,0,2,0,0
Avery Moss,/players/M/MossAv00.htm,0,0,2,2,0,0,2
Calvin Munson,/players/M/MunsCa00.htm,0,0,1,0,1,0,1
Jason Pierre-Paul,/players/P/PierJa99.htm,0,0,1,0,0,2,0
Keenan Robinson,/players/R/RobiKe01.htm,0,1,0,0,0,1,0
Dominique Rodgers-Cromartie,/players/R/RodgDo99.htm,1,1,0,0,0,1,0
Devin Taylor,/players/T/TaylDe00.htm,0,0,0,0,0,1,0
Darian Thompson,/players/T/ThomDa05.htm,0,1,0,0,0,0,0
Dalvin Tomlinson,/players/T/TomlDa00.htm,1,0,1,0,1,1,0
Jordan Williams,/players/W/WillJo05.htm,0,0,0,0,0,0,2
