player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Geno Atkins,/players/A/AtkiGe99.htm,0,0,0,1,0,0,0
Andrew Billings,/players/B/BillAn00.htm,0,0,1,0,0,0,0
Vontaze Burfict,/players/B/BurfVo00.htm,0,1,2,1,0,2,0
Darqueze Dennard,/players/D/DennDa00.htm,1,1,0,0,0,0,0
Carlos Dunlap,/players/D/DunlCa99.htm,1,0,0,0,0,1,0
Jordan Evans,/players/E/EvanJo01.htm,0,0,0,1,0,1,0
Ryan Glasgow,/players/G/GlasRy00.htm,0,0,0,3,0,0,0
George Iloka,/players/I/IlokGe00.htm,0,1,0,2,0,2,0
Michael Johnson,/players/J/JohnMi98.htm,1,1,0,0,2,0,0
Vincent Rey,/players/R/ReyxVi00.htm,0,0,0,1,0,0,0
Josh Shaw,/players/S/ShawJo00.htm,0,2,1,0,1,0,0
Chris Smith,/players/S/SmitCh03.htm,0,0,0,0,0,1,0
Nick Vigil,/players/V/VigiNi00.htm,1,0,0,1,0,1,0
Shawn Williams,/players/W/WillSh02.htm,0,2,0,0,0,0,0
Shaquil Barrett,/players/B/BarrSh00.htm,0,0,0,0,0,1,0
Todd Davis,/players/D/DaviTo01.htm,1,1,1,1,0,1,0
Adam Gotsis,/players/G/GotsAd00.htm,0,1,0,0,0,1,0
Shelby Harris,/players/H/HarrSh00.htm,0,1,0,0,0,0,0
Brandon Marshall,/players/M/MarsBr01.htm,0,0,0,0,1,0,0
Von Miller,/players/M/MillVo00.htm,0,1,0,1,0,0,0
Will Parks,/players/P/ParkWi01.htm,0,2,0,0,0,0,0
Domata Peko,/players/P/PekoDo20.htm,0,2,1,0,1,0,0
Shane Ray,/players/R/RayxSh00.htm,0,0,0,0,0,1,0
Justin Simmons,/players/S/SimmJu00.htm,2,0,1,0,0,0,0
Derek Wolfe,/players/W/WolfDe00.htm,1,0,1,0,0,2,0
