player_name,player_link
Malcom Brown,/players/B/BrowMa01.htm,0,1,2,3,1,0,0
Patrick Chung,/players/C/ChunPa99.htm,0,0,0,1,0,0,1
Trey Flowers,/players/F/FlowTr00.htm,0,0,1,1,1,0,0
Stephon Gilmore,/players/G/GilmSt00.htm,0,1,0,1,0,0,0
Lawrence Guy,/players/G/GuyxLa00.htm,0,0,0,2,1,3,0
David Harris,/players/H/HarrDa99.htm,0,0,1,1,1,0,0
Ricky Jean-Francois,/players/J/JeanRi99.htm,0,0,2,2,0,1,0
Eric Lee,/players/L/LeexEr00.htm,0,1,0,0,0,1,0
Devin McCourty,/players/M/McCoDe99.htm,0,1,0,0,1,0,1
Jordan Richards,/players/R/RichJo00.htm,0,0,0,1,0,0,0
Elandon Roberts,/players/R/RobeEl00.htm,2,0,1,1,1,0,0
Eric Rowe,/players/R/RoweEr00.htm,0,0,0,0,0,0,1
Deatrich Wise Jr.,/players/W/WiseDe00.htm,0,0,1,0,0,0,0
Tyson Alualu,/players/A/AluaTy99.htm,0,0,1,0,0,1,0
Artie Burns,/players/B/BurnAr00.htm,0,1,1,0,1,0,0
Sean Davis,/players/D/DaviSe00.htm,0,0,1,2,0,0,0
Bud Dupree,/players/D/DuprAl00.htm,0,1,0,0,0,0,0
Javon Hargrave,/players/H/HargJa00.htm,0,0,0,1,0,0,0
Mike Hilton,/players/H/HiltMi01.htm,0,0,0,1,0,0,0
Sean Spence,/players/S/SpenSe00.htm,0,0,1,0,0,0,0
Cameron Sutton,/players/S/SuttCa00.htm,0,0,0,0,0,1,0
Leterrius Walton,/players/W/WaltLe00.htm,0,0,0,1,0,0,0
T.J. Watt,/players/W/WattT.00.htm,0,0,0,1,1,0,0
Vince Williams,/players/W/WillVi01.htm,0,1,0,1,0,1,0
