player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Beau Allen,/players/A/AlleBe00.htm,1,0,0,1,0,0,0
Nigel Bradham,/players/B/BradNi00.htm,1,0,0,1,0,0,1
Fletcher Cox,/players/C/CoxxFl00.htm,0,1,0,1,1,0,0
Ronald Darby,/players/D/DarbRo00.htm,2,1,0,0,0,0,0
Timmy Jernigan,/players/J/JernTi00.htm,0,0,0,1,0,0,0
Chris Long,/players/L/LongCh99.htm,0,1,0,0,0,0,0
Patrick Robinson,/players/R/RobiPa99.htm,0,0,0,0,0,0,1
Mark Barron,/players/B/BarrMa00.htm,1,0,0,1,2,0,1
Michael Brockers,/players/B/BrocMi00.htm,0,0,1,1,1,0,0
Aaron Donald,/players/D/DonaAa00.htm,1,1,0,0,0,0,0
Samson Ebukam,/players/E/EbukSa00.htm,0,1,0,0,1,0,1
Troy Hill,/players/H/HillTr01.htm,0,0,0,0,0,0,1
John Johnson,/players/J/JohnJo10.htm,0,3,0,4,0,0,2
Lamarcus Joyner,/players/J/JoynLa00.htm,1,0,0,1,0,0,0
Cory Littleton,/players/L/LittCo01.htm,0,1,2,0,1,0,0
Matt Longacre,/players/L/LongMa00.htm,0,0,0,0,0,1,0
Alec Ogletree,/players/O/OgleAl00.htm,3,3,0,0,1,1,0
Tyrunn Walker,/players/W/WalkTy00.htm,0,1,0,1,0,0,1
