player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Mike Adams,/players/A/AdamMi21.htm,0,0,0,0,0,0,1
Mario Addison,/players/A/AddiMa00.htm,0,1,0,0,0,0,0
James Bradberry,/players/B/BradJa00.htm,0,0,0,1,0,0,0
Vernon Butler,/players/B/ButlVe00.htm,0,0,0,3,0,1,0
Kurt Coleman,/players/C/ColeKu99.htm,0,0,0,0,0,1,1
Thomas Davis,/players/D/DaviTh20.htm,1,1,0,1,1,2,1
Wes Horton,/players/H/HortWe00.htm,0,0,0,1,0,1,1
Charles Johnson,/players/J/JohnCh08.htm,0,1,0,1,0,0,0
Luke Kuechly,/players/K/KuecLu00.htm,0,0,0,1,0,2,2
Star Lotulelei,/players/L/LotuSt00.htm,0,1,0,1,1,0,1
Kyle Love,/players/L/LoveKy00.htm,0,1,0,0,0,0,0
Julius Peppers,/players/P/PeppJu99.htm,0,1,0,1,0,0,0
Kawann Short,/players/S/ShorKa00.htm,0,0,0,4,0,0,0
Shaq Thompson,/players/T/ThomSh01.htm,0,0,0,1,0,0,1
Daryl Worley,/players/W/WorlDa00.htm,0,0,0,1,0,0,0
Jamal Adams,/players/A/AdamJa00.htm,0,2,0,0,0,0,1
Xavier Cooper,/players/C/CoopXa00.htm,0,1,0,0,0,0,0
Demario Davis,/players/D/DaviDe00.htm,0,2,0,1,0,3,1
Kony Ealy,/players/E/EalyKo00.htm,0,0,1,0,0,0,0
Jordan Jenkins,/players/J/JenkJo01.htm,0,0,0,4,0,1,0
Darron Lee,/players/L/LeexDa00.htm,0,1,0,1,0,2,0
Josh Martin,/players/M/MartJo02.htm,1,2,0,1,0,0,0
Marcus Maye,/players/M/MayeMa00.htm,1,0,0,2,0,1,0
Mike Pennel,/players/P/PennMi00.htm,0,2,0,2,1,1,0
Darryl Roberts,/players/R/RobeDa00.htm,0,0,0,0,1,0,0
Muhammad Wilkerson,/players/W/WilkMu00.htm,0,1,0,3,0,0,0
