player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Anthony Barr,/players/B/BarrAn00.htm,1,0,1,2,0,0,0
Ben Gedeon,/players/G/GedeBe00.htm,0,0,0,1,1,1,0
Everson Griffen,/players/G/GrifEv99.htm,0,0,1,0,1,0,0
Danielle Hunter,/players/H/HuntDa01.htm,0,0,0,2,0,1,0
Tom Johnson,/players/J/JohnTo01.htm,0,0,0,1,1,0,0
Linval Joseph,/players/J/JoseLi99.htm,0,0,2,1,0,1,0
Eric Kendricks,/players/K/KendEr00.htm,0,1,0,2,2,1,0
Xavier Rhodes,/players/R/RhodXa00.htm,0,0,0,1,1,0,0
Brian Robison,/players/R/RobiBr98.htm,0,0,0,0,1,0,0
Andrew Sendejo,/players/S/SendAn00.htm,0,0,0,2,2,2,0
Harrison Smith,/players/S/SmitHa00.htm,0,1,0,2,0,0,0
Shamar Stephen,/players/S/StepSh00.htm,0,0,0,2,0,1,0
Trae Waynes,/players/W/WaynTr00.htm,0,0,0,1,1,0,0
Tyson Alualu,/players/A/AluaTy99.htm,0,0,1,2,0,0,0
Anthony Chickillo,/players/C/ChicAn00.htm,0,0,1,2,0,0,0
Sean Davis,/players/D/DaviSe00.htm,0,0,0,1,1,1,0
Bud Dupree,/players/D/DuprAl00.htm,0,0,0,1,0,0,0
Cameron Heyward,/players/H/HeywCa01.htm,0,0,3,3,0,0,0
Mike Hilton,/players/H/HiltMi01.htm,0,0,1,2,0,0,0
Mike Mitchell,/players/M/MitcMi99.htm,0,0,0,1,0,0,0
Ryan Shazier,/players/S/ShazRy00.htm,0,1,3,1,0,0,0
T.J. Watt,/players/W/WattT.00.htm,0,1,1,0,0,0,0
Vince Williams,/players/W/WillVi01.htm,0,0,0,2,0,0,1
