player_name,player_link
Michael Bennett,/players/B/BennMi99.htm,0,0,0,3,0,0,0
Kam Chancellor,/players/C/ChanKa99.htm,0,1,0,3,0,0,0
Nazair Jones,/players/J/JoneNa00.htm,0,0,0,2,0,0,0
Sheldon Richardson,/players/R/RichSh00.htm,0,0,0,0,0,1,0
Richard Sherman,/players/S/SherRi00.htm,0,0,0,2,0,1,0
Garrison Smith,/players/S/SmitGa01.htm,0,0,0,1,0,0,0
Bobby Wagner,/players/W/WagnBo00.htm,0,0,0,5,0,1,0
K.J. Wright,/players/W/WrigK.00.htm,1,0,0,4,0,0,0
Budda Baker,/players/B/BakeBu00.htm,0,0,0,2,0,1,0
Antoine Bethea,/players/B/BethAn20.htm,2,0,0,0,0,0,0
Deone Bucannon,/players/B/BucaDe00.htm,1,0,0,2,0,0,0
Karlos Dansby,/players/D/DansKa20.htm,0,1,0,3,0,0,0
Rodney Gunter,/players/G/GuntRo00.htm,0,0,0,1,0,0,0
Chandler Jones,/players/J/JoneCh03.htm,0,0,0,1,0,0,0
Tyrann Mathieu,/players/M/MathTy00.htm,1,0,0,0,0,1,0
Josh Mauro,/players/M/MaurJo00.htm,0,0,0,1,0,0,0
Corey Peters,/players/P/PeteCo00.htm,0,1,0,0,0,0,0
Olsen Pierre,/players/P/PierOl00.htm,1,1,0,0,0,1,0
Frostee Rucker,/players/R/RuckFr99.htm,1,1,0,1,0,0,0
