player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Robert Alford,/players/A/AlfoRo00.htm,0,1,0,0,0,0,0
De'Vondre Campbell,/players/C/CampDe00.htm,0,1,0,0,0,0,1
Adrian Clayborn,/players/C/ClayAd00.htm,0,0,0,1,0,0,0
Jack Crawford,/players/C/CrawJa00.htm,0,0,0,1,0,0,0
Grady Jarrett,/players/J/JarrGr00.htm,2,0,0,2,0,0,0
Deion Jones,/players/J/JoneDe01.htm,0,1,0,0,0,0,2
Takkarist McKinley,/players/M/McKiTa00.htm,0,0,0,1,0,0,0
Keanu Neal,/players/N/NealKe01.htm,0,1,0,0,0,1,0
Brian Poole,/players/P/PoolBr01.htm,1,0,0,0,0,0,0
Brooks Reed,/players/R/ReedBr00.htm,0,1,0,0,0,1,0
Derrick Shelby,/players/S/ShelDe00.htm,0,0,0,1,0,0,0
Joe Vellano,/players/V/VellJo00.htm,0,0,0,1,0,0,0
Nick Bellore,/players/B/BellNi01.htm,0,0,0,1,0,0,1
D.J. Hayden,/players/H/HaydDJ00.htm,0,1,0,1,0,0,0
Miles Killebrew,/players/K/KillMi00.htm,1,0,0,2,0,0,2
Jeremiah Ledbetter,/players/L/LedbJe00.htm,1,0,0,0,0,0,0
Haloti Ngata,/players/N/NgatHa20.htm,2,0,0,0,0,0,1
Glover Quin,/players/Q/QuinGl99.htm,0,3,0,0,0,1,0
A'Shawn Robinson,/players/R/RobiAS00.htm,1,1,0,0,0,1,0
Charles Washington,/players/W/WashCh01.htm,0,0,0,1,0,0,0
Cornelius Washington,/players/W/WashCo00.htm,0,1,0,0,0,0,1
Tahir Whitehead,/players/W/WhitTa00.htm,1,1,0,1,0,0,0
Paul Worrilow,/players/W/WorrPa00.htm,0,1,0,1,0,0,0
