player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Jamal Adams,/players/A/AdamJa00.htm,0,0,2,0,0,1,0
David Bass,/players/B/BassDa00.htm,0,0,1,0,0,0,0
Demario Davis,/players/D/DaviDe00.htm,0,0,0,1,1,0,0
Kony Ealy,/players/E/EalyKo00.htm,0,0,0,1,0,0,0
Jordan Jenkins,/players/J/JenkJo01.htm,0,0,1,0,0,1,0
Darron Lee,/players/L/LeexDa00.htm,2,0,0,0,2,3,0
Josh Martin,/players/M/MartJo02.htm,0,0,0,1,0,2,0
Marcus Maye,/players/M/MayeMa00.htm,0,0,1,1,0,1,0
Steve McLendon,/players/M/McLeSt00.htm,0,1,1,0,0,0,0
Mike Pennel,/players/P/PennMi00.htm,0,0,1,0,0,0,0
Ed Stinson,/players/S/StinEd00.htm,0,0,0,0,0,1,0
Muhammad Wilkerson,/players/W/WilkMu00.htm,0,1,1,1,0,0,0
Leonard Williams,/players/W/WillLe02.htm,0,1,0,0,0,1,0
Nate Allen,/players/A/AlleNa99.htm,0,0,1,0,0,0,0
Kiko Alonso,/players/A/AlonKi00.htm,0,0,0,1,0,0,0
Andre Branch,/players/B/BranAn00.htm,0,0,0,1,1,0,0
Terrence Fede,/players/F/FedeTe00.htm,0,0,0,1,1,0,0
Davon Godchaux,/players/G/GodcDa00.htm,0,0,1,0,0,0,0
Charles Harris,/players/H/HarrCh03.htm,1,1,0,0,0,1,0
William Hayes,/players/H/HayeWi99.htm,0,0,0,0,0,1,0
Xavien Howard,/players/H/HowaXa00.htm,1,0,0,0,0,0,0
Reshad Jones,/players/J/JoneRe99.htm,1,1,0,1,0,1,0
Rey Maualuga,/players/M/MauaRe99.htm,0,1,0,1,0,0,0
Ndamukong Suh,/players/S/SuhxNd99.htm,0,0,0,1,0,0,0
Cordrea Tankersley,/players/T/TankCo00.htm,0,0,0,0,0,1,0
Lawrence Timmons,/players/T/TimmLa99.htm,0,0,0,0,1,0,0
Cameron Wake,/players/W/WakeCa00.htm,0,0,1,0,0,0,0
