player_name,player_link
Mike Adams,/players/A/AdamMi21.htm,0,0,0,0,0,0,1
Mario Addison,/players/A/AddiMa00.htm,0,0,0,0,1,0,0
James Bradberry,/players/B/BradJa00.htm,0,0,1,0,0,2,0
Vernon Butler,/players/B/ButlVe00.htm,0,0,0,0,0,1,0
Thomas Davis,/players/D/DaviTh20.htm,1,1,1,0,0,0,1
Wes Horton,/players/H/HortWe00.htm,1,1,0,0,0,0,0
Colin Jones,/players/J/JoneCo01.htm,0,0,1,0,1,1,0
Luke Kuechly,/players/K/KuecLu00.htm,1,1,1,0,2,0,1
Kawann Short,/players/S/ShorKa00.htm,1,0,0,0,1,0,1
Shaq Thompson,/players/T/ThomSh01.htm,0,0,0,0,1,1,1
Daryl Worley,/players/W/WorlDa00.htm,1,0,0,0,0,0,0
De'Vondre Campbell,/players/C/CampDe00.htm,1,0,0,0,0,0,1
Kemal Ishmael,/players/I/IshmKe00.htm,1,1,0,0,0,0,0
Grady Jarrett,/players/J/JarrGr00.htm,0,1,0,0,0,1,0
Deion Jones,/players/J/JoneDe01.htm,0,1,0,0,1,0,0
Takkarist McKinley,/players/M/McKiTa00.htm,0,1,1,0,1,0,0
Keanu Neal,/players/N/NealKe01.htm,0,0,0,0,0,0,2
Dontari Poe,/players/P/PoexDo00.htm,0,1,1,0,0,0,0
Brooks Reed,/players/R/ReedBr00.htm,0,0,1,0,1,0,0
Duke Riley,/players/R/RileDu00.htm,0,0,1,0,0,0,0
Ahtyba Rubin,/players/R/RubiAh99.htm,1,0,0,0,1,0,1
Derrick Shelby,/players/S/ShelDe00.htm,0,0,0,0,0,0,1
Desmond Trufant,/players/T/TrufDe00.htm,1,0,0,0,0,0,0
Courtney Upshaw,/players/U/UpshCo00.htm,0,0,0,0,0,0,1
