player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Caleb Brantley,/players/B/BranCa00.htm,0,1,0,0,0,0,0
James Burgess,/players/B/BurgJa01.htm,1,0,1,1,2,0,0
Trevon Coley,/players/C/ColeTr01.htm,0,1,0,1,0,0,1
Myles Garrett,/players/G/GarrMy00.htm,0,1,0,0,0,0,0
Tyrone Holmes,/players/H/HolmTy01.htm,0,0,1,0,0,0,0
Derrick Kindred,/players/K/KindDe00.htm,0,0,1,0,1,0,0
Christian Kirksey,/players/K/KirkCh00.htm,0,0,0,1,0,0,0
Carl Nassib,/players/N/NassCa00.htm,0,0,0,1,2,0,0
Nate Orchard,/players/O/OrchNa00.htm,0,0,1,0,1,0,0
Jabrill Peppers,/players/P/PeppJa00.htm,0,0,2,0,2,0,0
Joe Schobert,/players/S/SchoJo00.htm,2,1,1,3,2,0,0
Danny Shelton,/players/S/ShelDa01.htm,0,0,0,0,0,0,1
Jamar Taylor,/players/T/TaylJa01.htm,0,0,0,1,1,0,0
Geno Atkins,/players/A/AtkiGe99.htm,0,0,3,1,0,0,0
Vontaze Burfict,/players/B/BurfVo00.htm,0,0,1,0,1,0,0
Darqueze Dennard,/players/D/DennDa00.htm,0,0,0,0,0,0,1
Carlos Dunlap,/players/D/DunlCa99.htm,0,0,1,2,0,0,0
Jordan Evans,/players/E/EvanJo01.htm,0,0,0,0,0,0,1
Clayton Fejedelem,/players/F/FejeCl00.htm,0,0,1,2,2,1,0
Ryan Glasgow,/players/G/GlasRy00.htm,0,0,0,0,0,0,1
George Iloka,/players/I/IlokGe00.htm,0,0,0,0,1,2,0
Michael Johnson,/players/J/JohnMi98.htm,1,0,1,1,0,1,0
Adam Jones,/players/J/JonePa20.htm,1,0,0,0,1,0,0
Dre Kirkpatrick,/players/K/KirkDr00.htm,0,0,0,0,0,0,1
Kevin Minter,/players/M/MintKe00.htm,0,0,1,0,1,0,0
Chris Smith,/players/S/SmitCh03.htm,0,0,0,2,0,0,0
Nick Vigil,/players/V/VigiNi00.htm,0,0,0,0,0,1,0
Jordan Willis,/players/W/WillJo09.htm,0,0,0,0,1,0,0
