player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Beau Allen,/players/A/AlleBe00.htm,0,0,0,0,0,1,0
Derek Barnett,/players/B/BarnDe01.htm,0,0,0,1,0,1,0
Nigel Bradham,/players/B/BradNi00.htm,1,0,0,0,4,0,0
Fletcher Cox,/players/C/CoxxFl00.htm,0,0,1,0,1,0,0
Vinny Curry,/players/C/CurrVi00.htm,0,0,1,0,2,0,0
Ronald Darby,/players/D/DarbRo00.htm,0,2,0,0,0,0,0
Najee Goode,/players/G/GoodNa00.htm,0,0,0,0,1,0,0
Brandon Graham,/players/G/GrahBr99.htm,1,1,1,0,0,0,0
Corey Graham,/players/G/GrahCo99.htm,0,1,0,0,0,0,0
Malcolm Jenkins,/players/J/JenkMa99.htm,0,0,2,1,0,0,0
Mychal Kendricks,/players/K/KendMy00.htm,0,0,1,0,5,0,0
Rodney McLeod,/players/M/McLeRo00.htm,0,1,2,0,0,0,1
Jalen Mills,/players/M/MillJa02.htm,0,0,0,0,1,1,0
Patrick Robinson,/players/R/RobiPa99.htm,0,0,1,0,0,0,0
Destiny Vaeao,/players/V/VaeaDe01.htm,0,0,0,0,0,1,0
Andrew Adams,/players/A/AdamAn01.htm,1,0,0,1,0,0,0
Eli Apple,/players/A/ApplEl00.htm,3,1,0,0,1,0,0
Ross Cockrell,/players/C/CockRo00.htm,0,0,0,0,1,0,0
Landon Collins,/players/C/CollLa00.htm,0,1,0,0,0,0,0
B.J. Goodson,/players/G/GoodB.00.htm,2,1,0,0,0,0,1
Damon Harrison,/players/H/HarrDa03.htm,0,1,0,0,0,0,1
Devon Kennard,/players/K/KennDe00.htm,0,0,0,0,1,0,0
Darryl Morris,/players/M/MorrDa01.htm,0,0,0,0,1,0,0
Avery Moss,/players/M/MossAv00.htm,1,0,0,0,0,0,0
Calvin Munson,/players/M/MunsCa00.htm,0,0,0,1,0,0,0
Jason Pierre-Paul,/players/P/PierJa99.htm,0,0,0,0,1,0,2
Kelvin Sheppard,/players/S/ShepKe00.htm,0,0,0,0,3,0,0
Darian Thompson,/players/T/ThomDa05.htm,4,2,0,0,0,0,1
Robert Thomas,/players/T/ThomRo04.htm,0,1,0,1,1,0,2
Dalvin Tomlinson,/players/T/TomlDa00.htm,2,0,0,0,1,0,0
Olivier Vernon,/players/V/VernOl00.htm,1,0,0,0,0,0,0
