player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Justin Bethel,/players/B/BethJu00.htm,0,0,0,0,0,1,1
Tyvon Branch,/players/B/BranTy99.htm,1,0,0,1,0,0,1
Karlos Dansby,/players/D/DansKa20.htm,0,1,0,0,0,1,2
Markus Golden,/players/G/GoldMa00.htm,0,0,0,0,0,1,0
Chandler Jones,/players/J/JoneCh03.htm,0,1,0,0,0,0,1
Tyrann Mathieu,/players/M/MathTy00.htm,0,0,0,0,0,1,1
Josh Mauro,/players/M/MaurJo00.htm,0,1,0,1,0,1,0
Corey Peters,/players/P/PeteCo00.htm,0,1,0,0,0,1,0
Haason Reddick,/players/R/ReddHa00.htm,0,0,0,0,0,2,2
Frostee Rucker,/players/R/RuckFr99.htm,1,1,0,0,0,0,1
Xavier Williams,/players/W/WillXa00.htm,0,0,0,0,0,1,0
Ezekiel Ansah,/players/A/AnsaEz00.htm,0,0,0,1,0,0,0
Alex Barrett,/players/B/BarrAl00.htm,0,1,0,0,0,0,0
Jarrad Davis,/players/D/DaviJa01.htm,1,0,0,1,0,0,0
Nevin Lawson,/players/L/LawsNe00.htm,0,1,0,0,0,0,0
Jeremiah Ledbetter,/players/L/LedbJe00.htm,0,0,0,0,0,1,0
Glover Quin,/players/Q/QuinGl99.htm,0,0,0,0,0,1,0
A'Shawn Robinson,/players/R/RobiAS00.htm,1,0,0,1,0,0,0
Akeem Spence,/players/S/SpenAk00.htm,0,2,0,0,0,0,0
Cornelius Washington,/players/W/WashCo00.htm,0,1,0,0,0,0,0
Tahir Whitehead,/players/W/WhitTa00.htm,0,3,0,0,0,0,0
Tavon Wilson,/players/W/WilsTa00.htm,0,0,0,1,0,0,1
Anthony Zettel,/players/Z/ZettAn00.htm,1,0,0,1,0,0,0
