player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Caleb Brantley,/players/B/BranCa00.htm,0,0,1,0,0,0,0
James Burgess,/players/B/BurgJa01.htm,3,0,2,0,1,0,0
Trevon Coley,/players/C/ColeTr01.htm,0,1,0,0,0,0,0
Lavar Edwards,/players/E/EdwaLa00.htm,0,0,0,0,1,0,0
Christian Kirksey,/players/K/KirkCh00.htm,0,0,1,0,1,1,0
Carl Nassib,/players/N/NassCa00.htm,1,0,0,0,0,0,0
Larry Ogunjobi,/players/O/OgunLa00.htm,1,1,1,0,0,0,0
Nate Orchard,/players/O/OrchNa00.htm,0,0,0,0,1,0,0
Jabrill Peppers,/players/P/PeppJa00.htm,0,0,0,0,0,1,1
Joe Schobert,/players/S/SchoJo00.htm,1,0,1,0,1,0,0
Danny Shelton,/players/S/ShelDa01.htm,0,0,0,1,2,0,0
Jamar Taylor,/players/T/TaylJa01.htm,0,0,0,0,0,1,0
Sam Acho,/players/A/AchoSa00.htm,0,1,0,0,0,0,0
Prince Amukamara,/players/A/AmukPr00.htm,1,0,0,0,0,0,0
Jonathan Bullard,/players/B/BullJo00.htm,1,0,0,0,0,0,0
Bryce Callahan,/players/C/CallBr00.htm,1,0,0,0,0,0,0
Eddie Goldman,/players/G/GoldEd00.htm,0,1,2,0,0,0,0
Akiem Hicks,/players/H/HickAk00.htm,0,0,0,0,2,0,0
Lamarr Houston,/players/H/HousLa99.htm,0,1,0,0,0,0,0
Eddie Jackson,/players/J/JackEd01.htm,0,0,1,0,0,0,0
John Jenkins,/players/J/JenkJo00.htm,0,0,0,0,1,0,1
Christian Jones,/players/J/JoneCh05.htm,0,1,0,0,0,0,0
Nick Kwiatkoski,/players/K/KwiaNi00.htm,0,1,1,0,1,1,0
Roy Robertson-Harris,/players/R/RobeRo00.htm,0,1,0,0,0,0,0
Danny Trevathan,/players/T/TrevDa00.htm,0,2,0,0,2,0,1
