player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Jayon Brown,/players/B/BrowJa06.htm,0,0,0,1,0,0,0
Kevin Byard,/players/B/ByarKe01.htm,0,1,1,0,0,0,0
Jurrell Casey,/players/C/CaseJu00.htm,0,0,0,0,1,2,0
Johnathan Cyprien,/players/C/CyprJo00.htm,0,0,0,3,0,1,0
Adoree' Jackson,/players/J/JackAd00.htm,0,0,1,0,0,0,0
Austin Johnson,/players/J/JohnAu01.htm,0,0,0,0,0,1,0
DaQuan Jones,/players/J/JoneDa04.htm,0,0,1,0,0,0,0
Brian Orakpo,/players/O/OrakBr99.htm,0,0,0,2,0,0,0
Logan Ryan,/players/R/RyanLo00.htm,0,1,2,1,0,1,0
LeShaun Sims,/players/S/SimsLe00.htm,0,0,0,1,0,0,0
Erik Walden,/players/W/WaldEr99.htm,0,0,0,1,0,0,0
Avery Williamson,/players/W/WillAv00.htm,0,0,1,0,0,1,0
Sylvester Williams,/players/W/WillSy00.htm,0,0,1,1,0,0,0
Wesley Woodyard,/players/W/WoodWe20.htm,0,0,1,1,0,0,0
Artie Burns,/players/B/BurnAr00.htm,0,0,0,0,0,0,1
Anthony Chickillo,/players/C/ChicAn00.htm,0,0,1,0,0,0,0
Sean Davis,/players/D/DaviSe00.htm,0,0,0,0,0,1,0
Bud Dupree,/players/D/DuprAl00.htm,0,0,0,2,0,0,0
Robert Golden,/players/G/GoldRo00.htm,1,0,0,1,0,0,0
Javon Hargrave,/players/H/HargJa00.htm,0,0,0,3,0,0,0
Mike Hilton,/players/H/HiltMi01.htm,0,0,0,0,0,1,0
Coty Sensabaugh,/players/S/SensCo00.htm,0,0,0,1,0,1,0
Ryan Shazier,/players/S/ShazRy00.htm,0,0,1,3,0,1,0
Stephon Tuitt,/players/T/TuitSt00.htm,0,0,0,1,0,0,0
Leterrius Walton,/players/W/WaltLe00.htm,0,0,0,1,0,0,0
T.J. Watt,/players/W/WattT.00.htm,0,0,1,0,0,0,0
Vince Williams,/players/W/WillVi01.htm,0,0,1,3,0,0,0
