player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Jahleel Addae,/players/A/AddaJa00.htm,0,0,0,0,0,0,1
Joey Bosa,/players/B/BosaJo00.htm,0,0,1,1,1,1,0
Tre Boston,/players/B/BostTr00.htm,0,1,1,0,0,0,0
Jatavis Brown,/players/B/BrowJa05.htm,0,0,2,5,1,3,0
Kyle Emanuel,/players/E/EmanKy00.htm,0,0,0,0,0,1,0
Casey Hayward,/players/H/HaywCa00.htm,0,0,0,0,0,0,1
Melvin Ingram,/players/I/IngrMe00.htm,0,0,0,1,0,0,0
Chris McCain,/players/M/McCaCh00.htm,0,0,0,1,0,0,0
Brandon Mebane,/players/M/MebaBr99.htm,0,0,0,2,0,1,1
Darius Philon,/players/P/PhilDa01.htm,0,0,1,0,0,0,0
Hayes Pullard,/players/P/PullHa00.htm,1,0,0,3,0,0,0
Isaac Rochell,/players/R/RochIs00.htm,0,0,0,1,0,0,0
Damion Square,/players/S/SquaDa00.htm,0,0,1,0,0,0,0
Korey Toomer,/players/T/ToomKo00.htm,0,0,0,1,2,1,2
Jason Verrett,/players/V/VerrJa00.htm,0,1,0,0,0,0,0
Todd Davis,/players/D/DaviTo01.htm,0,1,1,1,0,0,0
Adam Gotsis,/players/G/GotsAd00.htm,0,0,0,4,0,0,0
Chris Harris,/players/H/HarrCh01.htm,0,1,0,0,0,0,0
Shelby Harris,/players/H/HarrSh00.htm,0,2,0,0,0,0,0
Tyrique Jarrett,/players/J/JarrTy00.htm,0,0,0,1,0,0,0
Brandon Marshall,/players/M/MarsBr01.htm,0,0,1,1,0,0,0
Von Miller,/players/M/MillVo00.htm,0,1,0,1,0,1,0
Will Parks,/players/P/ParkWi01.htm,0,0,0,1,0,0,0
Domata Peko,/players/P/PekoDo20.htm,0,1,0,1,0,0,0
Bradley Roby,/players/R/RobyBr00.htm,0,0,0,1,0,0,0
Justin Simmons,/players/S/SimmJu00.htm,0,2,1,0,1,0,0
Darian Stewart,/players/S/StewDa00.htm,0,0,0,2,0,0,1
Derek Wolfe,/players/W/WolfDe00.htm,0,0,0,1,1,0,0
