player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Arik Armstead,/players/A/ArmsAr01.htm,0,0,0,3,0,1,0
Ray-Ray Armstrong,/players/A/ArmsRa01.htm,0,0,0,2,0,1,0
NaVorro Bowman,/players/B/BowmNa99.htm,0,0,0,3,1,1,1
DeForest Buckner,/players/B/BuckDe00.htm,0,0,0,1,0,0,2
Brock Coyle,/players/C/CoylBr00.htm,0,0,0,0,0,0,1
Lorenzo Jerome,/players/J/JeroLo00.htm,0,0,0,0,0,0,1
Dontae Johnson,/players/J/JohnDo02.htm,0,0,0,0,0,3,0
D.J. Jones,/players/J/JoneD.01.htm,0,0,0,1,0,1,0
Aaron Lynch,/players/L/LyncAa00.htm,0,1,0,0,0,0,0
Earl Mitchell,/players/M/MitcEa99.htm,0,0,1,1,0,0,0
Rashard Robinson,/players/R/RobiRa00.htm,0,1,0,0,0,0,1
Jaquiski Tartt,/players/T/TartJa00.htm,0,0,0,2,0,2,1
Solomon Thomas,/players/T/ThomSo00.htm,0,0,0,0,0,0,1
Jimmie Ward,/players/W/WardJi01.htm,0,0,0,1,0,0,1
K'Waun Williams,/players/W/WillKW00.htm,0,0,0,0,0,0,1
Henry Anderson,/players/A/AndeHe00.htm,0,0,0,1,0,0,0
Jonathan Bostic,/players/B/BostJo00.htm,0,0,0,1,1,0,0
Johnathan Hankins,/players/H/HankJo00.htm,0,0,0,0,0,1,1
Malik Hooker,/players/H/HookMa00.htm,0,0,0,1,0,0,0
Margus Hunt,/players/H/HuntMa00.htm,0,0,0,1,0,0,0
Rashaan Melvin,/players/M/MelvRa00.htm,0,0,0,1,0,0,1
Barkevious Mingo,/players/M/MingBa00.htm,0,0,0,0,1,0,0
Antonio Morrison,/players/M/MorrAn01.htm,1,0,0,0,1,0,3
Hassan Ridgeway,/players/R/RidgHa00.htm,0,0,0,1,0,0,0
Jabaal Sheard,/players/S/SheaJa00.htm,0,0,0,1,0,0,1
John Simon,/players/S/SimoJo01.htm,0,0,0,2,0,1,1
Al Woods,/players/W/WoodAl99.htm,1,0,0,1,0,0,0
