player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Ezekiel Ansah,/players/A/AnsaEz00.htm,0,1,0,0,0,0,0
Jarrad Davis,/players/D/DaviJa01.htm,0,0,0,1,0,2,0
D.J. Hayden,/players/H/HaydDJ00.htm,1,0,0,0,0,0,0
Nevin Lawson,/players/L/LawsNe00.htm,0,0,0,0,0,0,1
Glover Quin,/players/Q/QuinGl99.htm,0,0,1,0,0,1,0
A'Shawn Robinson,/players/R/RobiAS00.htm,0,0,0,2,0,0,0
Akeem Spence,/players/S/SpenAk00.htm,0,0,0,0,0,1,0
Khyri Thornton,/players/T/ThorKh00.htm,0,0,0,0,1,0,0
Cornelius Washington,/players/W/WashCo00.htm,0,0,0,1,0,0,1
Tahir Whitehead,/players/W/WhitTa00.htm,0,0,0,1,0,0,0
Tavon Wilson,/players/W/WilsTa00.htm,0,0,0,0,0,0,1
Anthony Zettel,/players/Z/ZettAn00.htm,0,0,0,0,0,0,1
Vince Biegel,/players/B/BiegVi00.htm,0,2,0,0,0,0,0
Kenny Clark,/players/C/ClarKe01.htm,0,0,0,2,0,0,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,2,0,1,0,0,0,0
Mike Daniels,/players/D/DaniMi00.htm,0,0,0,1,0,0,1
Kyler Fackrell,/players/F/FackKy00.htm,1,0,0,0,0,1,0
Josh Hawkins,/players/H/HawkJo00.htm,0,1,0,0,0,0,0
Davon House,/players/H/HousDa00.htm,0,0,0,0,0,1,1
Josh Jones,/players/J/JoneJo06.htm,0,1,1,2,0,1,1
Kevin King,/players/K/KingKe01.htm,2,1,0,0,0,0,0
Dean Lowry,/players/L/LowrDe00.htm,1,0,0,0,0,0,0
Blake Martinez,/players/M/MartBl01.htm,0,0,0,4,1,1,0
Clay Matthews,/players/M/MattCl99.htm,0,0,0,1,0,1,0
Chris Odom,/players/O/OdomCh00.htm,0,0,1,0,0,0,1
Nick Perry,/players/P/PerrNi00.htm,1,0,0,0,1,0,1
Damarious Randall,/players/R/RandDa00.htm,1,0,0,0,0,0,0
Jake Ryan,/players/R/RyanJa00.htm,1,0,1,0,0,1,0
