player_name,player_link
Brandon Carr,/players/C/CarrBr99.htm,0,0,0,0,0,0,1
Willie Henry,/players/H/HenrWi00.htm,0,0,0,1,0,1,0
Tony Jefferson,/players/J/JeffTo00.htm,0,0,0,1,0,1,0
Matt Judon,/players/J/JudoMa00.htm,0,1,0,0,1,0,0
C.J. Mosley,/players/M/MoslC.00.htm,1,2,1,0,1,0,0
Patrick Onwuasor,/players/O/OnwuPa00.htm,0,0,0,3,1,1,0
Jimmy Smith,/players/S/SmitJi03.htm,0,1,0,0,0,0,0
Za'Darius Smith,/players/S/SmitZa00.htm,1,0,0,0,0,0,0
Eric Weddle,/players/W/WeddEr99.htm,0,0,1,0,0,0,0
Brandon Williams,/players/W/WillBr02.htm,0,0,1,2,0,0,0
Kevin Byard,/players/B/ByarKe01.htm,0,0,0,1,0,0,0
Jurrell Casey,/players/C/CaseJu00.htm,1,0,0,1,0,1,1
Adoree' Jackson,/players/J/JackAd00.htm,0,0,0,0,0,1,0
Austin Johnson,/players/J/JohnAu01.htm,1,0,0,0,1,0,0
DaQuan Jones,/players/J/JoneDa04.htm,0,1,0,1,0,0,0
Karl Klug,/players/K/KlugKa00.htm,0,0,0,1,0,0,0
Derrick Morgan,/players/M/MorgDe99.htm,0,0,0,1,0,0,0
Brian Orakpo,/players/O/OrakBr99.htm,0,1,0,1,0,0,0
Logan Ryan,/players/R/RyanLo00.htm,0,0,0,0,1,0,0
Erik Walden,/players/W/WaldEr99.htm,0,0,0,2,0,0,0
Avery Williamson,/players/W/WillAv00.htm,0,0,0,1,0,0,0
Wesley Woodyard,/players/W/WoodWe20.htm,0,1,0,5,0,0,2
