player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Tarell Basham,/players/B/BashTa00.htm,1,0,0,0,0,0,0
Darius Butler,/players/B/ButlDa99.htm,0,0,0,0,0,0,1
Matthias Farley,/players/F/FarlMa00.htm,0,0,1,0,1,0,1
T.J. Green,/players/G/GreeT.00.htm,0,0,0,0,2,0,1
Johnathan Hankins,/players/H/HankJo00.htm,0,0,0,0,1,0,0
Margus Hunt,/players/H/HuntMa00.htm,0,0,0,0,0,2,0
Joey Mbu,/players/M/MbuxJo01.htm,0,1,0,0,0,0,0
Barkevious Mingo,/players/M/MingBa00.htm,0,0,1,0,3,0,0
Antonio Morrison,/players/M/MorrAn01.htm,0,1,1,0,4,0,0
Hassan Ridgeway,/players/R/RidgHa00.htm,0,0,1,0,0,0,0
Jabaal Sheard,/players/S/SheaJa00.htm,0,0,1,0,2,0,0
Grover Stewart,/players/S/StewGr00.htm,0,0,0,0,1,0,0
Anthony Walker,/players/W/WalkAn01.htm,0,0,0,0,3,0,1
Quincy Wilson,/players/W/WilsQu01.htm,0,0,1,0,0,0,0
Al Woods,/players/W/WoodAl99.htm,0,0,1,0,0,0,0
Brandon Carr,/players/C/CarrBr99.htm,0,1,0,0,0,0,0
Willie Henry,/players/H/HenrWi00.htm,0,0,2,0,0,0,0
Tony Jefferson,/players/J/JeffTo00.htm,0,0,1,0,1,0,0
Matt Judon,/players/J/JudoMa00.htm,1,0,1,0,0,1,0
C.J. Mosley,/players/M/MoslC.00.htm,0,0,1,0,3,0,1
Patrick Onwuasor,/players/O/OnwuPa00.htm,0,0,1,0,2,0,1
Michael Pierce,/players/P/PierMi00.htm,0,0,1,0,1,0,0
Za'Darius Smith,/players/S/SmitZa00.htm,0,0,3,0,0,0,0
Terrell Suggs,/players/S/SuggTe99.htm,0,0,1,0,1,0,0
Eric Weddle,/players/W/WeddEr99.htm,0,0,0,0,1,0,0
Brandon Williams,/players/W/WillBr02.htm,0,0,1,0,0,0,0
