player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Michael Bennett,/players/B/BennMi99.htm,0,0,0,2,0,0,1
Justin Coleman,/players/C/ColeJu01.htm,1,0,0,0,0,0,0
Branden Jackson,/players/J/JackBr04.htm,0,1,0,0,0,0,0
Quinton Jefferson,/players/J/JeffQu00.htm,0,0,1,1,0,0,0
Jeremy Lane,/players/L/LaneJe00.htm,0,0,0,1,0,0,0
Bradley McDougald,/players/M/McDoBr01.htm,0,1,0,0,0,1,1
Jarran Reed,/players/R/ReedJa02.htm,0,0,1,0,0,0,0
Sheldon Richardson,/players/R/RichSh00.htm,0,1,3,2,0,0,0
Marcus Smith,/players/S/SmitMa03.htm,0,0,0,1,0,1,0
Earl Thomas,/players/T/ThomEa99.htm,0,0,0,1,1,1,0
Bobby Wagner,/players/W/WagnBo00.htm,1,1,1,0,0,0,1
Michael Wilhoite,/players/W/WilhMi00.htm,0,0,0,1,0,0,0
K.J. Wright,/players/W/WrigK.00.htm,0,1,0,1,0,0,0
Ronald Blair,/players/B/BlaiRo00.htm,0,1,0,2,2,0,0
DeForest Buckner,/players/B/BuckDe00.htm,0,1,0,0,0,0,0
Tank Carradine,/players/C/CarrCo00.htm,0,0,0,0,0,0,1
Brock Coyle,/players/C/CoylBr00.htm,0,0,0,2,1,1,1
Sheldon Day,/players/D/DayxSh00.htm,0,1,0,0,0,1,0
Elvis Dumervil,/players/D/DumeEl20.htm,0,0,0,1,0,0,0
Antone Exum,/players/E/ExumAn00.htm,0,0,0,1,0,0,0
Reuben Foster,/players/F/FostRe00.htm,0,1,0,2,0,0,2
Leon Hall,/players/H/HallLe98.htm,1,0,0,0,0,0,0
Eli Harold,/players/H/HaroEl00.htm,0,1,0,0,0,0,0
Dontae Johnson,/players/J/JohnDo02.htm,0,0,1,0,0,0,0
Cassius Marsh,/players/M/MarsCa00.htm,1,0,1,0,0,0,0
Eric Reid,/players/R/ReidEr00.htm,1,0,0,0,0,0,0
Solomon Thomas,/players/T/ThomSo00.htm,0,0,0,2,0,0,0
K'Waun Williams,/players/W/WillKW00.htm,0,0,0,0,0,0,1
Ahkello Witherspoon,/players/W/WithAh00.htm,0,0,0,0,0,0,1
