player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Briean Boddy-Calhoun,/players/B/BoddBr01.htm,0,0,0,0,1,0,1
Caleb Brantley,/players/B/BranCa00.htm,0,0,0,0,0,0,2
James Burgess,/players/B/BurgJa01.htm,1,0,0,0,0,0,0
Trevon Coley,/players/C/ColeTr01.htm,0,0,0,0,2,0,1
Myles Garrett,/players/G/GarrMy00.htm,0,0,0,2,0,1,0
Christian Kirksey,/players/K/KirkCh00.htm,0,0,0,1,0,0,0
Jason McCourty,/players/M/McCoJa99.htm,0,0,0,0,0,1,1
Carl Nassib,/players/N/NassCa00.htm,0,0,0,1,1,0,0
Larry Ogunjobi,/players/O/OgunLa00.htm,1,1,0,1,0,0,0
Nate Orchard,/players/O/OrchNa00.htm,0,0,0,0,1,0,0
Jabrill Peppers,/players/P/PeppJa00.htm,2,0,0,0,0,0,0
Joe Schobert,/players/S/SchoJo00.htm,2,0,0,1,0,0,2
Danny Shelton,/players/S/ShelDa01.htm,1,0,0,0,1,0,0
Jamar Taylor,/players/T/TaylJa01.htm,0,1,0,1,0,0,0
Jahleel Addae,/players/A/AddaJa00.htm,1,0,0,2,0,0,0
Jeremiah Attaochu,/players/A/AttaJe00.htm,0,0,0,0,0,0,2
Joey Bosa,/players/B/BosaJo00.htm,2,1,0,3,0,0,0
Tre Boston,/players/B/BostTr00.htm,1,0,0,0,0,0,0
Kyle Emanuel,/players/E/EmanKy00.htm,1,0,0,1,0,0,0
Melvin Ingram,/players/I/IngrMe00.htm,0,0,0,4,0,0,0
Desmond King,/players/K/KingDe01.htm,0,1,0,0,0,0,1
Chris McCain,/players/M/McCaCh00.htm,0,0,0,1,0,0,0
Brandon Mebane,/players/M/MebaBr99.htm,0,1,0,1,0,0,0
Tenny Palepoi,/players/P/PaleTe00.htm,1,0,0,0,0,0,0
Denzel Perryman,/players/P/PerrDe00.htm,1,0,0,0,0,0,0
Adrian Phillips,/players/P/PhilAd00.htm,0,0,0,1,0,0,1
Hayes Pullard,/players/P/PullHa00.htm,0,0,0,1,0,0,0
