player_name,player_link
Arik Armstead,/players/A/ArmsAr01.htm,2,0,0,0,0,0,1
Ray-Ray Armstrong,/players/A/ArmsRa01.htm,1,0,1,0,2,0,0
DeForest Buckner,/players/B/BuckDe00.htm,1,1,1,0,1,0,1
Xavier Cooper,/players/C/CoopXa00.htm,1,0,1,1,0,0,0
Brock Coyle,/players/C/CoylBr00.htm,0,0,0,0,0,0,1
Eli Harold,/players/H/HaroEl00.htm,0,1,1,0,0,2,2
D.J. Jones,/players/J/JoneD.01.htm,1,0,0,0,0,1,0
Aaron Lynch,/players/L/LyncAa00.htm,1,0,0,0,0,0,0
Earl Mitchell,/players/M/MitcEa99.htm,0,0,1,2,2,0,0
Jaquiski Tartt,/players/T/TartJa00.htm,2,0,0,2,1,0,0
Solomon Thomas,/players/T/ThomSo00.htm,2,0,0,1,1,1,1
Jimmie Ward,/players/W/WardJi01.htm,0,0,0,0,1,1,0
K'Waun Williams,/players/W/WillKW00.htm,0,0,1,0,0,0,0
Bashaud Breeland,/players/B/BreeBa00.htm,0,0,0,0,1,0,2
Zach Brown,/players/B/BrowZa00.htm,0,0,1,1,0,0,1
Quinton Dunbar,/players/D/DunbQu00.htm,1,0,0,1,0,0,0
Matthew Ioannidis,/players/I/IoanMa01.htm,0,0,0,0,0,0,1
Ryan Kerrigan,/players/K/KerrRy00.htm,0,0,0,0,1,0,0
Stacy McGee,/players/M/McGeSt01.htm,1,1,1,0,1,0,0
Fabian Moreau,/players/M/MoreFa00.htm,0,0,0,0,0,0,1
Montae Nicholson,/players/N/NichMo00.htm,2,0,0,1,0,0,0
Preston Smith,/players/S/SmitPr00.htm,1,0,0,0,0,0,0
D.J. Swearinger,/players/S/SweaDJ00.htm,0,1,1,1,0,0,1
