player_name,player_link
Ryan Anderson,/players/A/AndeRy00.htm,1,0,1,0,0,0,2
Bashaud Breeland,/players/B/BreeBa00.htm,0,0,1,0,0,0,0
Zach Brown,/players/B/BrowZa00.htm,1,2,0,3,1,0,1
Quinton Dunbar,/players/D/DunbQu00.htm,1,0,0,1,0,0,0
Deshazor Everett,/players/E/EverDe01.htm,0,1,0,6,0,0,0
A.J. Francis,/players/F/FranA.00.htm,1,0,0,0,0,0,0
Kendall Fuller,/players/F/FullKe00.htm,0,0,0,0,0,1,0
Junior Galette,/players/G/GaleJu00.htm,0,1,0,0,0,0,0
Evander Hood,/players/H/HoodEv99.htm,0,1,0,2,2,0,0
Matthew Ioannidis,/players/I/IoanMa01.htm,0,0,0,1,0,1,0
Ryan Kerrigan,/players/K/KerrRy00.htm,0,0,0,1,0,1,0
Anthony Lanier,/players/L/LaniAn00.htm,1,0,1,1,0,0,0
Stacy McGee,/players/M/McGeSt01.htm,0,0,1,1,1,0,0
Josh Norman,/players/N/NormJo01.htm,0,0,0,1,0,0,0
Martrell Spaight,/players/S/SpaiMa00.htm,0,1,0,1,0,0,0
D.J. Swearinger,/players/S/SweaDJ00.htm,0,0,0,1,1,0,1
Zach Vigil,/players/V/VigiZa00.htm,1,1,1,2,1,2,0
Joey Bosa,/players/B/BosaJo00.htm,0,0,1,1,0,1,0
Tre Boston,/players/B/BostTr00.htm,0,0,0,0,0,1,0
Michael Davis,/players/D/DaviMi03.htm,0,0,0,0,1,0,0
Kyle Emanuel,/players/E/EmanKy00.htm,0,1,0,0,0,0,0
Melvin Ingram,/players/I/IngrMe00.htm,0,1,0,2,1,0,0
Desmond King,/players/K/KingDe01.htm,0,1,0,2,1,0,0
Corey Liuget,/players/L/LiugCo00.htm,0,0,0,1,0,0,0
Chris McCain,/players/M/McCaCh00.htm,0,0,0,0,1,0,0
Brandon Mebane,/players/M/MebaBr99.htm,1,0,0,0,0,0,0
Tenny Palepoi,/players/P/PaleTe00.htm,0,0,0,2,0,1,0
Denzel Perryman,/players/P/PerrDe00.htm,0,1,0,3,1,0,0
Adrian Phillips,/players/P/PhilAd00.htm,1,0,0,1,0,1,0
Darius Philon,/players/P/PhilDa01.htm,1,0,0,1,0,0,0
Trevor Williams,/players/W/WillTr05.htm,1,0,0,0,0,1,1
