player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Sam Acho,/players/A/AchoSa00.htm,1,0,1,0,0,0,0
Adrian Amos,/players/A/AmosAd00.htm,0,1,0,0,0,0,0
Jonathan Bullard,/players/B/BullJo00.htm,0,1,0,0,1,1,0
Kyle Fuller,/players/F/FullKy00.htm,0,0,0,0,0,0,1
Eddie Goldman,/players/G/GoldEd00.htm,0,0,2,0,0,0,0
Akiem Hicks,/players/H/HickAk00.htm,0,0,0,0,1,0,0
Eddie Jackson,/players/J/JackEd01.htm,1,0,0,0,0,0,0
Christian Jones,/players/J/JoneCh05.htm,1,1,2,0,0,0,0
Cre'von LeBlanc,/players/L/LeBlCr01.htm,0,1,0,0,0,0,0
Pernell McPhee,/players/M/McPhPe00.htm,0,1,0,0,0,0,0
Danny Trevathan,/players/T/TrevDa00.htm,0,2,5,0,0,0,1
Mitch Unrein,/players/U/UnreMi00.htm,0,1,2,0,0,0,0
Vonn Bell,/players/B/BellVo00.htm,0,2,1,0,0,0,0
Tyeler Davison,/players/D/DaviTy01.htm,0,1,1,0,0,0,0
Trey Hendrickson,/players/H/HendTr00.htm,1,0,0,0,1,0,0
Cameron Jordan,/players/J/JordCa00.htm,0,1,1,0,0,1,0
A.J. Klein,/players/K/KleiAJ00.htm,0,0,1,0,0,0,1
Marshon Lattimore,/players/L/LattMa01.htm,0,0,0,0,1,0,0
Alex Okafor,/players/O/OkafAl00.htm,2,0,1,0,0,0,1
David Onyemata,/players/O/OnyeDa00.htm,2,0,0,0,0,1,2
Sheldon Rankins,/players/R/RankSh00.htm,0,0,1,0,0,0,0
Craig Robertson,/players/R/RobeCr00.htm,2,1,0,0,0,0,0
Manti Te'o,/players/T/TeoxMa00.htm,0,1,0,0,2,0,0
Kenny Vaccaro,/players/V/VaccKe00.htm,1,2,1,1,1,0,0
Marcus Williams,/players/W/WillMa08.htm,0,0,1,0,0,0,0
