player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Shaquil Barrett,/players/B/BarrSh00.htm,0,0,0,1,0,0,0
Todd Davis,/players/D/DaviTo01.htm,1,0,2,2,1,0,0
Shelby Harris,/players/H/HarrSh00.htm,1,0,0,0,1,0,0
Zach Kerr,/players/K/KerrZa00.htm,0,0,2,3,0,0,0
Brendan Langley,/players/L/LangBr00.htm,0,0,0,1,0,0,0
Brandon Marshall,/players/M/MarsBr01.htm,1,0,1,2,1,0,0
Von Miller,/players/M/MillVo00.htm,1,0,1,1,1,0,1
Will Parks,/players/P/ParkWi01.htm,0,0,1,1,0,0,0
Domata Peko,/players/P/PekoDo20.htm,0,0,2,2,1,0,1
Shane Ray,/players/R/RayxSh00.htm,0,0,0,2,0,0,0
Justin Simmons,/players/S/SimmJu00.htm,0,0,1,1,0,0,0
Darian Stewart,/players/S/StewDa00.htm,2,0,0,2,0,0,0
Derek Wolfe,/players/W/WolfDe00.htm,0,0,0,1,0,0,0
NaVorro Bowman,/players/B/BowmNa99.htm,0,0,1,4,1,0,0
Mario Edwards,/players/E/EdwaMa01.htm,0,0,0,1,0,0,0
Justin Ellis,/players/E/ElliJu01.htm,0,0,0,1,0,0,0
Treyvon Hester,/players/H/HestTr00.htm,0,0,0,3,0,0,0
Bruce Irvin,/players/I/IrviBr00.htm,0,0,0,0,1,0,0
Cory James,/players/J/JameCo00.htm,0,1,0,1,1,0,0
Khalil Mack,/players/M/MackKh00.htm,0,0,0,0,1,0,0
Nicholas Morrow,/players/M/MorrNi00.htm,0,0,0,1,0,0,0
Reggie Nelson,/players/N/NelsRe99.htm,1,0,0,1,0,0,0
Eddie Vanderdoes,/players/V/VandEd00.htm,0,0,0,1,0,0,0
