player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Ricardo Allen,/players/A/AlleRi00.htm,0,0,0,0,0,0,3
Vic Beasley,/players/B/BeasVi00.htm,0,0,1,0,0,0,0
De'Vondre Campbell,/players/C/CampDe00.htm,0,0,1,0,1,0,1
Adrian Clayborn,/players/C/ClayAd00.htm,0,0,0,0,0,1,0
Deion Jones,/players/J/JoneDe01.htm,3,0,0,0,0,0,0
Damontae Kazee,/players/K/KazeDa00.htm,0,0,0,0,1,0,0
Takkarist McKinley,/players/M/McKiTa00.htm,1,0,0,0,0,0,0
Brooks Reed,/players/R/ReedBr00.htm,1,0,1,0,0,0,1
Duke Riley,/players/R/RileDu00.htm,0,1,0,0,0,0,1
Desmond Trufant,/players/T/TrufDe00.htm,2,0,0,0,0,0,0
Sam Acho,/players/A/AchoSa00.htm,1,0,0,0,0,1,0
Quintin Demps,/players/D/DempQu99.htm,1,0,1,0,0,0,0
Leonard Floyd,/players/F/FloyLe00.htm,1,1,1,0,0,1,0
Jerrell Freeman,/players/F/FreeJe00.htm,0,0,0,0,1,3,1
Kyle Fuller,/players/F/FullKy00.htm,1,1,0,0,1,0,0
Eddie Goldman,/players/G/GoldEd00.htm,0,0,0,0,1,0,0
Akiem Hicks,/players/H/HickAk00.htm,0,1,0,0,0,0,0
Danny Trevathan,/players/T/TrevDa00.htm,0,0,0,0,1,1,0
Mitch Unrein,/players/U/UnreMi00.htm,0,0,1,0,0,1,0
