player_name,player_link
Ezekiel Ansah,/players/A/AnsaEz00.htm,0,0,1,0,0,0,0
Jarrad Davis,/players/D/DaviJa01.htm,1,0,0,0,2,1,0
D.J. Hayden,/players/H/HaydDJ00.htm,0,1,0,0,0,0,0
Miles Killebrew,/players/K/KillMi00.htm,0,0,0,0,1,0,0
Nevin Lawson,/players/L/LawsNe00.htm,0,0,0,0,2,0,0
Glover Quin,/players/Q/QuinGl99.htm,2,0,0,0,1,0,1
Jalen Reeves-Maybin,/players/R/ReevJa00.htm,0,1,0,1,0,1,1
A'Shawn Robinson,/players/R/RobiAS00.htm,0,0,2,0,1,1,2
Akeem Spence,/players/S/SpenAk00.htm,0,0,0,0,3,3,0
Charles Washington,/players/W/WashCh01.htm,1,0,0,0,1,0,0
Tahir Whitehead,/players/W/WhitTa00.htm,1,1,1,0,2,0,1
Tavon Wilson,/players/W/WilsTa00.htm,0,0,0,0,1,0,1
Anthony Zettel,/players/Z/ZettAn00.htm,0,0,1,0,1,0,0
Tyeler Davison,/players/D/DaviTy01.htm,0,0,0,0,3,0,0
Cameron Jordan,/players/J/JordCa00.htm,0,0,0,0,0,0,2
A.J. Klein,/players/K/KleiAJ00.htm,0,1,0,0,1,0,0
Marshon Lattimore,/players/L/LattMa01.htm,0,0,1,1,0,0,0
Alex Okafor,/players/O/OkafAl00.htm,0,0,0,1,0,0,0
David Onyemata,/players/O/OnyeDa00.htm,0,0,0,0,1,1,1
Sheldon Rankins,/players/R/RankSh00.htm,0,0,0,0,1,1,0
Craig Robertson,/players/R/RobeCr00.htm,0,0,2,1,1,2,1
Kenny Vaccaro,/players/V/VaccKe00.htm,0,0,0,0,0,0,1
Marcus Williams,/players/W/WillMa08.htm,1,0,0,0,0,0,0
