player_name,player_link
Briean Boddy-Calhoun,/players/B/BoddBr01.htm,1,0,0,0,1,0,1
Caleb Brantley,/players/B/BranCa00.htm,0,1,1,0,0,0,0
Trevon Coley,/players/C/ColeTr01.htm,1,0,0,0,0,0,0
Jamie Collins,/players/C/CollJa00.htm,0,1,1,3,0,0,0
Myles Garrett,/players/G/GarrMy00.htm,1,1,0,2,0,0,0
Derrick Kindred,/players/K/KindDe00.htm,0,1,0,0,0,0,0
Christian Kirksey,/players/K/KirkCh00.htm,0,3,1,3,1,1,0
Jamie Meder,/players/M/MedeJa00.htm,0,1,1,0,0,0,0
Carl Nassib,/players/N/NassCa00.htm,0,1,0,1,0,0,0
Emmanuel Ogbah,/players/O/OgbaEm00.htm,0,0,0,1,0,0,1
Larry Ogunjobi,/players/O/OgunLa00.htm,0,0,0,0,0,1,0
Nate Orchard,/players/O/OrchNa00.htm,0,1,0,0,0,0,0
Jabrill Peppers,/players/P/PeppJa00.htm,0,1,0,0,0,1,0
Joe Schobert,/players/S/SchoJo00.htm,0,0,0,3,2,1,2
Danny Shelton,/players/S/ShelDa01.htm,0,0,0,1,1,1,0
Jamar Taylor,/players/T/TaylJa01.htm,0,0,1,0,0,0,0
Jadeveon Clowney,/players/C/ClowJa00.htm,0,0,0,1,1,0,1
Christian Covington,/players/C/CoviCh00.htm,0,0,1,0,0,0,0
Zach Cunningham,/players/C/CunnZa00.htm,0,0,0,0,0,0,1
Kurtis Drummond,/players/D/DrumKu01.htm,0,0,0,1,0,1,0
Brandon Dunn,/players/D/DunnBr00.htm,0,0,1,0,0,0,0
Marcus Gilchrist,/players/G/GilcMa00.htm,0,0,0,0,1,0,0
Joel Heath,/players/H/HeatJo00.htm,0,0,1,0,0,0,0
Kareem Jackson,/players/J/JackKa99.htm,1,1,0,0,0,0,1
Johnathan Joseph,/players/J/JoseJo20.htm,1,0,0,0,0,0,0
Benardrick McKinney,/players/M/McKiBe00.htm,0,0,0,3,2,0,1
D.J. Reader,/players/R/ReadD.00.htm,0,1,0,2,0,0,0
Brennan Scarlett,/players/S/ScarBr00.htm,1,0,0,1,0,1,0
Carlos Watkins,/players/W/WatkCa00.htm,0,0,1,0,0,1,0
