player_name,player_link
Sam Acho,/players/A/AchoSa00.htm,0,1,1,0,1,0,0
Prince Amukamara,/players/A/AmukPr00.htm,1,0,0,0,0,0,0
Akiem Hicks,/players/H/HickAk00.htm,0,0,1,0,0,0,0
Eddie Jackson,/players/J/JackEd01.htm,0,0,0,0,1,0,0
John Jenkins,/players/J/JenkJo00.htm,0,1,0,1,0,0,0
Nick Kwiatkoski,/players/K/KwiaNi00.htm,0,0,0,0,0,0,1
Chris Prosinski,/players/P/ProsCh00.htm,0,0,1,0,0,0,0
Danny Trevathan,/players/T/TrevDa00.htm,0,3,0,1,2,1,1
Andrew Billings,/players/B/BillAn00.htm,1,1,0,1,1,0,0
Darqueze Dennard,/players/D/DennDa00.htm,0,0,0,0,0,0,1
Jordan Evans,/players/E/EvanJo01.htm,0,0,0,2,2,0,2
Clayton Fejedelem,/players/F/FejeCl00.htm,3,1,0,3,1,0,1
Ryan Glasgow,/players/G/GlasRy00.htm,1,1,0,0,0,0,1
George Iloka,/players/I/IlokGe00.htm,2,0,1,0,1,0,0
William Jackson,/players/J/JackWi02.htm,0,1,0,1,0,0,0
Michael Johnson,/players/J/JohnMi98.htm,2,2,0,0,0,0,0
Tony McRae,/players/M/McRaTo00.htm,0,0,0,0,0,0,1
Kevin Minter,/players/M/MintKe00.htm,0,0,0,0,1,0,0
Vincent Rey,/players/R/ReyxVi00.htm,0,0,0,0,0,2,1
Josh Shaw,/players/S/ShawJo00.htm,0,0,1,0,1,0,0
Jordan Willis,/players/W/WillJo09.htm,0,0,0,0,1,0,1
