player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Beau Allen,/players/A/AlleBe00.htm,0,0,1,0,0,1,0
Derek Barnett,/players/B/BarnDe01.htm,0,0,0,0,1,0,0
Nigel Bradham,/players/B/BradNi00.htm,0,0,2,1,0,2,0
Fletcher Cox,/players/C/CoxxFl00.htm,0,0,1,1,1,0,0
Vinny Curry,/players/C/CurrVi00.htm,0,1,2,0,0,1,0
Brandon Graham,/players/G/GrahBr99.htm,0,1,1,0,0,0,1
Malcolm Jenkins,/players/J/JenkMa99.htm,1,0,0,0,0,2,0
Timmy Jernigan,/players/J/JernTi00.htm,0,0,1,1,0,0,0
Mychal Kendricks,/players/K/KendMy00.htm,0,1,1,1,0,0,1
Chris Long,/players/L/LongCh99.htm,0,1,0,1,0,0,0
Rodney McLeod,/players/M/McLeRo00.htm,0,0,1,0,0,0,1
Jalen Mills,/players/M/MillJa02.htm,0,0,0,0,1,1,1
Patrick Robinson,/players/R/RobiPa99.htm,0,0,0,0,0,0,1
Joe Walker,/players/W/WalkJo01.htm,0,0,1,0,0,0,0
Richard Ash,/players/A/AshxRi00.htm,0,0,0,2,0,0,0
Taco Charlton,/players/C/CharTa00.htm,0,0,0,2,1,1,0
Justin Durant,/players/D/DuraJu99.htm,0,1,0,1,0,0,0
Anthony Hitchens,/players/H/HitcAn00.htm,1,1,0,0,1,1,0
David Irving,/players/I/IrviDa00.htm,0,0,0,1,0,0,0
Byron Jones,/players/J/JoneBy00.htm,0,2,0,0,0,1,1
Demarcus Lawrence,/players/L/LawrDe00.htm,0,1,1,2,0,1,0
Lewis Neal,/players/N/NealLe00.htm,0,0,0,1,1,0,0
Orlando Scandrick,/players/S/ScanOr99.htm,1,0,0,0,0,0,0
Jaylon Smith,/players/S/SmitJa05.htm,1,0,0,1,0,0,1
Damien Wilson,/players/W/WilsDa02.htm,0,0,0,0,0,1,0
Xavier Woods,/players/W/WoodXa00.htm,1,0,0,1,0,1,1
