player_name,player_link
Eli Ankou,/players/A/AnkoEl00.htm,0,0,1,3,0,0,0
A.J. Bouye,/players/B/BouyA.00.htm,0,1,0,0,0,0,1
Calais Campbell,/players/C/CampCa99.htm,0,1,1,1,0,0,0
Barry Church,/players/C/ChurBa99.htm,0,0,0,2,0,0,1
Myles Jack,/players/J/JackMy00.htm,0,0,0,0,2,0,0
Abry Jones,/players/J/JoneAb00.htm,0,0,2,0,1,0,1
Yannick Ngakoue,/players/N/NgakYa00.htm,0,0,1,0,0,0,0
Telvin Smith,/players/S/SmitTe01.htm,1,1,2,2,0,1,0
Dawuane Smoot,/players/S/SmooDa00.htm,0,0,1,1,0,0,0
Peyton Thompson,/players/T/ThomPe00.htm,0,0,0,1,0,0,0
Tyson Alualu,/players/A/AluaTy99.htm,0,1,0,3,0,0,0
Sean Davis,/players/D/DaviSe00.htm,0,0,2,1,1,0,0
Bud Dupree,/players/D/DuprAl00.htm,0,0,1,0,0,0,0
William Gay,/players/G/GayxWi99.htm,0,1,0,0,0,0,0
Robert Golden,/players/G/GoldRo00.htm,1,0,0,0,0,0,0
Javon Hargrave,/players/H/HargJa00.htm,0,2,0,4,2,1,0
Cameron Heyward,/players/H/HeywCa01.htm,0,0,0,0,0,1,0
Mike Hilton,/players/H/HiltMi01.htm,0,0,0,1,0,0,0
Mike Mitchell,/players/M/MitcMi99.htm,0,0,0,3,0,1,1
Ryan Shazier,/players/S/ShazRy00.htm,0,2,2,2,0,1,0
Stephon Tuitt,/players/T/TuitSt00.htm,0,0,0,1,1,0,0
T.J. Watt,/players/W/WattT.00.htm,0,0,1,2,0,1,0
J.J. Wilcox,/players/W/WilcJ.00.htm,0,0,0,0,1,0,0
Vince Williams,/players/W/WillVi01.htm,0,1,2,3,0,0,0
