player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Anthony Brown,/players/B/BrowAn02.htm,0,2,0,0,0,0,0
Taco Charlton,/players/C/CharTa00.htm,0,0,1,0,0,0,0
Maliek Collins,/players/C/CollMa00.htm,0,0,0,0,1,0,0
Tyrone Crawford,/players/C/CrawTy00.htm,0,0,0,1,0,0,0
Kavon Frazier,/players/F/FrazKa00.htm,0,0,0,0,0,0,1
Jeff Heath,/players/H/HeatJe00.htm,0,0,0,0,0,0,2
Byron Jones,/players/J/JoneBy00.htm,0,0,0,0,1,1,0
Demarcus Lawrence,/players/L/LawrDe00.htm,0,0,0,2,1,1,0
Sean Lee,/players/L/LeexSe99.htm,0,0,1,1,3,1,1
Jourdan Lewis,/players/L/LewiJo01.htm,0,0,0,1,0,1,1
Benson Mayowa,/players/M/MayoBe00.htm,0,1,0,3,0,0,0
Stephen Paea,/players/P/PaeaSt00.htm,0,0,1,0,0,0,0
Brian Price,/players/P/PricBr00.htm,0,1,0,1,1,0,0
Jaylon Smith,/players/S/SmitJa05.htm,0,2,0,5,2,0,0
Charles Tapper,/players/T/TappCh00.htm,0,0,1,0,0,0,0
Kyle Wilber,/players/W/WilbKy00.htm,0,0,0,1,0,0,0
Shaquil Barrett,/players/B/BarrSh00.htm,1,0,2,2,0,1,1
Kasim Edebali,/players/E/EdebKa00.htm,0,0,0,1,0,0,0
Adam Gotsis,/players/G/GotsAd00.htm,0,0,1,2,0,0,0
Shelby Harris,/players/H/HarrSh00.htm,0,0,0,1,0,0,0
Brandon Marshall,/players/M/MarsBr01.htm,0,0,0,1,0,0,0
Corey Nelson,/players/N/NelsCo00.htm,0,0,0,0,0,1,0
Domata Peko,/players/P/PekoDo20.htm,0,0,0,1,0,0,0
Justin Simmons,/players/S/SimmJu00.htm,1,0,0,1,0,0,0
Derek Wolfe,/players/W/WolfDe00.htm,0,1,0,1,0,0,0
