player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Jonathan Casillas,/players/C/CasiJo99.htm,0,1,0,1,0,0,0
Landon Collins,/players/C/CollLa00.htm,0,0,0,1,1,1,0
B.J. Goodson,/players/G/GoodB.00.htm,0,1,1,1,0,1,0
Damon Harrison,/players/H/HarrDa03.htm,1,0,0,1,0,1,0
Janoris Jenkins,/players/J/JenkJa03.htm,1,0,0,0,1,0,0
Devon Kennard,/players/K/KennDe00.htm,0,0,0,1,1,0,1
Jason Pierre-Paul,/players/P/PierJa99.htm,0,0,0,0,1,1,0
Dalvin Tomlinson,/players/T/TomlDa00.htm,0,0,0,2,1,0,0
Olivier Vernon,/players/V/VernOl00.htm,0,1,0,0,0,0,0
Kerry Wynn,/players/W/WynnKe00.htm,1,0,0,0,0,0,0
Robert Ayers,/players/A/AyerRo99.htm,0,0,1,3,0,1,0
Chris Baker,/players/B/BakeCh99.htm,0,0,0,1,0,0,0
Kendell Beckwith,/players/B/BeckKe00.htm,0,1,0,2,1,0,0
Will Clarke,/players/C/ClarWi00.htm,0,0,0,1,0,0,0
Chris Conte,/players/C/ContCh00.htm,0,0,0,1,0,2,0
Justin Evans,/players/E/EvanJu00.htm,0,0,1,0,0,1,0
Adarius Glanton,/players/G/GlanAd00.htm,1,0,0,3,0,1,0
Robert McClain,/players/M/McClRo98.htm,0,0,0,1,0,0,0
Gerald McCoy,/players/M/McCoGe99.htm,1,0,0,3,0,0,0
Clinton McDonald,/players/M/McDoCl99.htm,0,0,0,1,0,0,0
Ryan Russell,/players/R/RussRy00.htm,0,0,0,1,0,0,0
Noah Spence,/players/S/SpenNo00.htm,0,0,1,1,0,0,0
Keith Tandy,/players/T/TandKe00.htm,0,1,0,0,0,0,0
