player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Mark Barron,/players/B/BarrMa00.htm,0,0,1,3,2,0,1
Connor Barwin,/players/B/BarwCo99.htm,0,0,0,0,1,0,0
Michael Brockers,/players/B/BrocMi00.htm,0,0,0,2,0,0,1
Blake Countess,/players/C/CounBl00.htm,0,0,0,0,0,0,1
Aaron Donald,/players/D/DonaAa00.htm,0,0,0,1,1,0,0
Samson Ebukam,/players/E/EbukSa00.htm,0,0,0,1,0,0,0
Dominique Hatfield,/players/H/HatfDo00.htm,0,1,0,0,0,0,0
John Johnson,/players/J/JohnJo10.htm,0,0,1,1,1,1,0
Trumaine Johnson,/players/J/JohnTr05.htm,0,0,0,0,1,0,0
Lamarcus Joyner,/players/J/JoynLa00.htm,0,1,2,0,0,0,0
Alec Ogletree,/players/O/OgleAl00.htm,0,1,0,3,1,1,0
Robert Quinn,/players/Q/QuinRo00.htm,0,0,1,1,0,1,0
Tyrunn Walker,/players/W/WalkTy00.htm,0,0,0,1,0,0,0
Ethan Westbrooks,/players/W/WestEt00.htm,0,1,0,2,0,0,0
Anthony Barr,/players/B/BarrAn00.htm,0,0,0,1,0,0,0
Everson Griffen,/players/G/GrifEv99.htm,1,0,0,1,0,0,0
Anthony Harris,/players/H/HarrAn01.htm,1,0,0,0,1,0,1
Danielle Hunter,/players/H/HuntDa01.htm,0,1,0,1,0,0,0
Tom Johnson,/players/J/JohnTo01.htm,0,0,1,1,0,0,0
Linval Joseph,/players/J/JoseLi99.htm,0,1,0,0,2,0,0
Eric Kendricks,/players/K/KendEr00.htm,0,0,1,2,0,0,0
Terence Newman,/players/N/NewmTe20.htm,1,0,0,0,0,0,0
Shamar Stephen,/players/S/StepSh00.htm,0,0,0,2,0,0,0
Stephen Weatherly,/players/W/WeatSt00.htm,0,0,0,0,0,1,0
