player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Denico Autry,/players/A/AutrDe00.htm,1,1,0,1,0,0,0
NaVorro Bowman,/players/B/BowmNa99.htm,1,1,0,3,0,0,1
Shilique Calhoun,/players/C/CalhSh00.htm,0,0,0,0,0,1,0
T.J. Carrie,/players/C/CarrTr00.htm,0,0,0,1,0,1,0
Justin Ellis,/players/E/ElliJu01.htm,0,0,0,1,2,0,0
Antonio Hamilton,/players/H/HamiAn01.htm,0,1,0,1,0,1,1
Karl Joseph,/players/J/JoseKa00.htm,0,0,0,0,0,0,1
Marquel Lee,/players/L/LeexMa01.htm,0,0,0,1,1,0,0
Shalom Luani,/players/L/LuanSh00.htm,1,0,0,2,0,0,1
Khalil Mack,/players/M/MackKh00.htm,1,0,1,2,0,0,1
Dexter McDonald,/players/M/McDoDe02.htm,0,0,0,1,0,0,0
Keith McGill,/players/M/McGiKe00.htm,0,0,0,0,0,1,0
Reggie Nelson,/players/N/NelsRe99.htm,1,0,0,2,0,0,1
Sean Smith,/players/S/SmitSe99.htm,0,0,0,0,1,0,0
Eddie Vanderdoes,/players/V/VandEd00.htm,0,0,0,2,0,0,0
Jihad Ward,/players/W/WardJi02.htm,0,0,0,0,0,1,0
Jahleel Addae,/players/A/AddaJa00.htm,0,0,1,1,0,0,1
Joey Bosa,/players/B/BosaJo00.htm,0,0,1,1,0,1,1
Tre Boston,/players/B/BostTr00.htm,0,0,1,0,1,0,2
Kyle Emanuel,/players/E/EmanKy00.htm,0,0,0,1,1,0,0
Melvin Ingram,/players/I/IngrMe00.htm,0,0,1,1,0,0,0
Desmond King,/players/K/KingDe01.htm,0,0,1,2,1,1,0
Brandon Mebane,/players/M/MebaBr99.htm,0,0,0,1,0,0,0
Tenny Palepoi,/players/P/PaleTe00.htm,0,0,1,1,0,0,1
Denzel Perryman,/players/P/PerrDe00.htm,0,0,0,1,0,0,0
Darius Philon,/players/P/PhilDa01.htm,0,0,0,2,1,0,0
Hayes Pullard,/players/P/PullHa00.htm,0,0,0,0,0,1,0
Korey Toomer,/players/T/ToomKo00.htm,0,0,0,0,0,2,0
Trevor Williams,/players/W/WillTr05.htm,0,0,0,1,0,0,0
