player_name,player_link
Connor Barwin,/players/B/BarwCo99.htm,0,2,0,1,1,0,0
Michael Brockers,/players/B/BrocMi00.htm,0,2,0,1,0,1,0
Marqui Christian,/players/C/ChriMa00.htm,0,0,0,1,0,0,0
Aaron Donald,/players/D/DonaAa00.htm,0,0,0,0,0,1,0
Troy Hill,/players/H/HillTr01.htm,0,0,1,0,0,0,0
John Johnson,/players/J/JohnJo10.htm,0,0,2,2,2,0,0
Trumaine Johnson,/players/J/JohnTr05.htm,0,0,0,0,1,1,0
Lamarcus Joyner,/players/J/JoynLa00.htm,2,0,0,0,0,0,0
Cory Littleton,/players/L/LittCo01.htm,0,0,0,0,2,1,0
Alec Ogletree,/players/O/OgleAl00.htm,0,1,0,2,0,1,0
Robert Quinn,/players/Q/QuinRo00.htm,0,0,0,0,0,1,0
Nickell Robey-Coleman,/players/R/RobeNi00.htm,0,0,0,0,0,0,1
Carlos Thompson,/players/T/ThomCa02.htm,0,0,0,0,0,0,1
Tyrunn Walker,/players/W/WalkTy00.htm,0,0,1,0,0,0,0
Ethan Westbrooks,/players/W/WestEt00.htm,0,0,0,0,1,0,0
Jayon Brown,/players/B/BrowJa06.htm,0,0,0,0,0,1,0
Kevin Byard,/players/B/ByarKe01.htm,0,1,0,0,0,1,0
Jurrell Casey,/players/C/CaseJu00.htm,0,0,0,3,1,0,0
Johnathan Cyprien,/players/C/CyprJo00.htm,0,0,0,1,2,0,0
Kevin Dodd,/players/D/DoddKe00.htm,0,0,0,0,1,0,0
Austin Johnson,/players/J/JohnAu01.htm,0,0,0,0,1,0,0
Derrick Morgan,/players/M/MorgDe99.htm,0,0,0,1,0,0,0
Brian Orakpo,/players/O/OrakBr99.htm,2,0,1,1,0,1,0
Tye Smith,/players/S/SmitTy01.htm,0,0,3,0,0,0,0
Erik Walden,/players/W/WaldEr99.htm,0,0,0,0,3,0,0
Avery Williamson,/players/W/WillAv00.htm,0,1,0,1,1,1,0
Sylvester Williams,/players/W/WillSy00.htm,0,1,0,2,0,0,0
Wesley Woodyard,/players/W/WoodWe20.htm,1,0,0,0,0,0,0
