player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Sam Acho,/players/A/AchoSa00.htm,1,0,0,1,0,1,0
Prince Amukamara,/players/A/AmukPr00.htm,2,0,0,0,0,0,0
Jonathan Bullard,/players/B/BullJo00.htm,0,0,0,0,0,0,1
Deon Bush,/players/B/BushDe00.htm,0,1,0,0,0,0,0
Akiem Hicks,/players/H/HickAk00.htm,0,0,0,2,0,1,0
Eddie Jackson,/players/J/JackEd01.htm,1,0,0,2,0,0,1
Howard Jones,/players/J/JoneHo01.htm,1,0,0,1,0,0,0
Nick Kwiatkoski,/players/K/KwiaNi00.htm,0,0,0,1,0,2,1
Chris Prosinski,/players/P/ProsCh00.htm,0,0,0,0,0,0,1
Danny Trevathan,/players/T/TrevDa00.htm,0,0,0,2,0,0,0
Jarrad Davis,/players/D/DaviJa01.htm,1,1,0,0,0,0,1
Nevin Lawson,/players/L/LawsNe00.htm,1,0,0,1,0,0,0
Glover Quin,/players/Q/QuinGl99.htm,0,0,0,0,0,0,1
A'Shawn Robinson,/players/R/RobiAS00.htm,0,0,0,1,0,0,0
Akeem Spence,/players/S/SpenAk00.htm,0,0,0,0,0,0,1
Cornelius Washington,/players/W/WashCo00.htm,1,0,0,0,0,1,0
Tahir Whitehead,/players/W/WhitTa00.htm,1,1,0,1,0,0,0
Paul Worrilow,/players/W/WorrPa00.htm,0,0,0,0,0,1,0
Anthony Zettel,/players/Z/ZettAn00.htm,0,1,0,1,0,0,0
