player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Sam Acho,/players/A/AchoSa00.htm,0,0,0,0,0,2,0
Jonathan Anderson,/players/A/AndeJo01.htm,0,0,0,0,0,1,0
Jonathan Bullard,/players/B/BullJo00.htm,0,0,0,1,0,0,0
Marcus Cooper,/players/C/CoopMa00.htm,0,0,0,1,0,1,1
Quintin Demps,/players/D/DempQu99.htm,0,0,1,1,0,1,1
Leonard Floyd,/players/F/FloyLe00.htm,0,0,0,1,0,1,0
Kyle Fuller,/players/F/FullKy00.htm,0,1,0,0,0,0,0
Eddie Goldman,/players/G/GoldEd00.htm,1,1,0,0,0,0,0
Akiem Hicks,/players/H/HickAk00.htm,0,0,0,2,0,0,0
Eddie Jackson,/players/J/JackEd01.htm,0,1,0,1,0,1,1
Christian Jones,/players/J/JoneCh05.htm,0,1,1,0,0,1,1
Nick Kwiatkoski,/players/K/KwiaNi00.htm,0,1,0,0,0,1,0
Pernell McPhee,/players/M/McPhPe00.htm,0,0,0,1,0,0,0
Roy Robertson-Harris,/players/R/RobeRo00.htm,0,0,0,2,0,0,0
Danny Trevathan,/players/T/TrevDa00.htm,1,1,0,2,0,0,0
Mitch Unrein,/players/U/UnreMi00.htm,0,0,1,3,0,0,0
Willie Young,/players/Y/YounWi99.htm,0,0,0,0,0,1,0
Kwon Alexander,/players/A/AlexKw00.htm,0,1,0,0,0,0,0
Kendell Beckwith,/players/B/BeckKe00.htm,1,0,0,1,0,0,1
Lavonte David,/players/D/DaviLa00.htm,0,0,0,2,0,0,1
William Gholston,/players/G/GholWi00.htm,1,1,0,2,0,0,1
Adarius Glanton,/players/G/GlanAd00.htm,0,1,0,0,0,0,0
Brent Grimes,/players/G/GrimBr20.htm,0,0,0,1,0,0,0
Gerald McCoy,/players/M/McCoGe99.htm,1,0,0,2,0,0,0
Clinton McDonald,/players/M/McDoCl99.htm,0,1,0,1,0,0,0
Ryan Russell,/players/R/RussRy00.htm,1,0,0,1,0,0,0
Noah Spence,/players/S/SpenNo00.htm,0,0,0,0,0,1,0
T.J. Ward,/players/W/WardT.99.htm,0,0,0,0,0,0,1
