player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Chase Allen,/players/A/AlleCh02.htm,0,0,2,0,0,0,0
Kiko Alonso,/players/A/AlonKi00.htm,0,0,2,2,2,0,0
Stephone Anthony,/players/A/AnthSt00.htm,0,1,0,0,0,0,0
Andre Branch,/players/B/BranAn00.htm,1,0,1,1,0,0,0
Terrence Fede,/players/F/FedeTe00.htm,0,1,0,1,0,0,0
Davon Godchaux,/players/G/GodcDa00.htm,0,0,2,2,1,0,0
Charles Harris,/players/H/HarrCh03.htm,0,0,1,0,0,0,0
Xavien Howard,/players/H/HowaXa00.htm,0,1,1,0,0,0,0
Reshad Jones,/players/J/JoneRe99.htm,1,1,1,2,3,0,0
Bobby McCain,/players/M/McCaBo01.htm,0,0,0,1,0,0,0
T.J. McDonald,/players/M/McDoTJ00.htm,1,1,1,0,0,0,0
Jordan Phillips,/players/P/PhilJo01.htm,0,1,1,1,0,0,0
Ndamukong Suh,/players/S/SuhxNd99.htm,0,0,0,1,0,0,0
Cordrea Tankersley,/players/T/TankCo00.htm,0,0,0,0,1,0,0
Vincent Taylor,/players/T/TaylVi00.htm,0,0,0,1,0,0,0
Michael Thomas,/players/T/ThomMi02.htm,1,1,0,1,0,0,0
Lawrence Timmons,/players/T/TimmLa99.htm,0,0,2,2,0,0,0
Alterraun Verner,/players/V/VernAl99.htm,0,0,1,0,0,0,1
Cameron Wake,/players/W/WakeCa00.htm,0,0,1,0,1,0,0
Malcom Brown,/players/B/BrowMa01.htm,0,0,1,1,0,0,0
Patrick Chung,/players/C/ChunPa99.htm,1,0,0,0,0,0,0
Trey Flowers,/players/F/FlowTr00.htm,0,1,0,0,1,0,0
Lawrence Guy,/players/G/GuyxLa00.htm,0,0,1,2,1,0,0
David Harris,/players/H/HarrDa99.htm,0,0,0,0,0,1,0
Jonathan Jones,/players/J/JoneJo03.htm,0,1,0,0,0,0,2
Eric Lee,/players/L/LeexEr00.htm,0,1,0,1,0,0,0
Devin McCourty,/players/M/McCoDe99.htm,0,1,0,0,0,0,0
Elandon Roberts,/players/R/RobeEl00.htm,0,0,0,0,0,1,0
Deatrich Wise Jr.,/players/W/WiseDe00.htm,0,0,0,1,0,0,0
