player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Nigel Bradham,/players/B/BradNi00.htm,0,0,0,2,1,1,0
Fletcher Cox,/players/C/CoxxFl00.htm,0,0,1,0,0,0,0
Vinny Curry,/players/C/CurrVi00.htm,0,0,1,0,0,0,0
Najee Goode,/players/G/GoodNa00.htm,0,1,0,1,1,0,0
Brandon Graham,/players/G/GrahBr99.htm,0,0,0,2,0,0,1
Corey Graham,/players/G/GrahCo99.htm,1,0,0,1,0,0,0
Malcolm Jenkins,/players/J/JenkMa99.htm,0,0,0,1,0,1,1
Timmy Jernigan,/players/J/JernTi00.htm,0,1,0,1,0,0,0
Mychal Kendricks,/players/K/KendMy00.htm,0,0,2,2,1,1,0
Chris Long,/players/L/LongCh99.htm,0,1,0,0,1,0,0
Rodney McLeod,/players/M/McLeRo00.htm,0,0,1,0,0,0,0
Destiny Vaeao,/players/V/VaeaDe01.htm,0,0,0,1,0,0,0
Michael Bennett,/players/B/BennMi99.htm,0,0,0,1,0,0,0
Frank Clark,/players/C/ClarFr01.htm,0,1,0,0,1,0,0
Justin Coleman,/players/C/ColeJu01.htm,0,0,0,0,0,1,0
Shaquill Griffin,/players/G/GrifSh00.htm,0,0,1,0,0,0,0
Quinton Jefferson,/players/J/JeffQu00.htm,0,0,0,1,0,0,0
Byron Maxwell,/players/M/MaxwBy00.htm,0,0,0,0,0,1,1
Bradley McDougald,/players/M/McDoBr01.htm,0,0,0,4,0,1,1
Jarran Reed,/players/R/ReedJa02.htm,0,0,1,1,0,1,0
Sheldon Richardson,/players/R/RichSh00.htm,1,1,0,2,0,0,0
Earl Thomas,/players/T/ThomEa99.htm,2,0,0,0,0,0,0
Bobby Wagner,/players/W/WagnBo00.htm,0,0,2,3,0,0,1
Michael Wilhoite,/players/W/WilhMi00.htm,0,1,0,0,0,0,0
K.J. Wright,/players/W/WrigK.00.htm,1,0,1,2,0,1,0
