player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Jadeveon Clowney,/players/C/ClowJa00.htm,0,1,0,0,0,0,0
Zach Cunningham,/players/C/CunnZa00.htm,0,0,1,0,2,0,0
Brandon Dunn,/players/D/DunnBr00.htm,0,0,1,0,2,1,0
Andre Hal,/players/H/HalxAn00.htm,0,0,2,0,0,0,1
Joel Heath,/players/H/HeatJo00.htm,0,0,0,0,0,1,0
Kevin Johnson,/players/J/JohnKe04.htm,1,0,1,0,0,1,1
Ufomba Kamalu,/players/K/KamaUf00.htm,0,0,1,0,0,0,0
Benardrick McKinney,/players/M/McKiBe00.htm,0,0,1,0,3,0,0
Brian Peters,/players/P/PeteBr00.htm,0,0,0,0,1,0,1
Eddie Pleasant,/players/P/PleaEd00.htm,0,0,0,1,0,0,0
D.J. Reader,/players/R/ReadD.00.htm,0,0,2,1,1,0,0
Brennan Scarlett,/players/S/ScarBr00.htm,0,1,0,0,0,0,1
Carl Davis,/players/D/DaviCa01.htm,0,0,0,0,2,0,0
Willie Henry,/players/H/HenrWi00.htm,0,0,2,0,1,0,0
Tony Jefferson,/players/J/JeffTo00.htm,0,0,1,1,0,0,0
Matt Judon,/players/J/JudoMa00.htm,0,1,0,0,0,0,0
C.J. Mosley,/players/M/MoslC.00.htm,0,0,3,1,2,0,0
Patrick Onwuasor,/players/O/OnwuPa00.htm,0,1,1,1,4,0,0
Michael Pierce,/players/P/PierMi00.htm,0,0,2,0,1,0,0
Za'Darius Smith,/players/S/SmitZa00.htm,0,0,1,0,1,0,0
Terrell Suggs,/players/S/SuggTe99.htm,0,0,0,0,2,0,0
Brandon Williams,/players/W/WillBr02.htm,0,0,1,0,3,0,0
