player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Chuck Clark,/players/C/ClarCh00.htm,0,0,0,0,0,0,1
Kamalei Correa,/players/C/CorrKa00.htm,0,0,0,0,1,0,0
Carl Davis,/players/D/DaviCa01.htm,0,1,0,0,1,1,0
Willie Henry,/players/H/HenrWi00.htm,0,0,1,0,2,1,0
Tony Jefferson,/players/J/JeffTo00.htm,0,0,0,0,0,0,1
Matt Judon,/players/J/JudoMa00.htm,0,0,0,0,1,0,0
C.J. Mosley,/players/M/MoslC.00.htm,0,2,2,0,1,0,0
Patrick Onwuasor,/players/O/OnwuPa00.htm,0,0,1,0,1,1,1
Michael Pierce,/players/P/PierMi00.htm,0,0,0,1,2,0,0
Jimmy Smith,/players/S/SmitJi03.htm,0,0,0,0,0,0,1
Terrell Suggs,/players/S/SuggTe99.htm,0,0,0,0,0,1,1
Lardarius Webb,/players/W/WebbLa99.htm,0,1,0,0,1,0,0
Eric Weddle,/players/W/WeddEr99.htm,0,0,1,1,0,1,0
Tim Williams,/players/W/WillTi00.htm,0,0,0,0,0,1,0
Eli Ankou,/players/A/AnkoEl00.htm,1,0,1,0,0,0,0
Blair Brown,/players/B/BrowBl00.htm,0,0,0,0,0,0,1
Calais Campbell,/players/C/CampCa99.htm,0,0,0,0,2,0,0
Barry Church,/players/C/ChurBa99.htm,0,0,0,0,1,0,0
Dante Fowler,/players/F/FowlDa00.htm,0,0,0,0,1,0,0
Tashaun Gipson,/players/G/GipsTa00.htm,1,0,2,0,0,0,0
Malik Jackson,/players/J/JackMa02.htm,0,0,1,0,0,0,0
Myles Jack,/players/J/JackMy00.htm,0,0,0,1,0,0,0
Abry Jones,/players/J/JoneAb00.htm,0,0,0,1,0,0,0
Yannick Ngakoue,/players/N/NgakYa00.htm,0,0,1,0,1,0,0
Paul Posluszny,/players/P/PoluPa99.htm,1,1,0,0,1,0,0
Telvin Smith,/players/S/SmitTe01.htm,1,0,1,0,2,0,0
Dawuane Smoot,/players/S/SmooDa00.htm,0,0,0,0,1,0,1
Peyton Thompson,/players/T/ThomPe00.htm,0,0,0,0,0,1,0
