player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Ezekiel Ansah,/players/A/AnsaEz00.htm,0,1,1,1,0,0,0
Jarrad Davis,/players/D/DaviJa01.htm,0,1,0,0,3,0,1
Quandre Diggs,/players/D/DiggQu00.htm,0,0,0,0,1,0,0
D.J. Hayden,/players/H/HaydDJ00.htm,1,0,0,0,0,0,0
Nevin Lawson,/players/L/LawsNe00.htm,0,0,0,0,0,0,1
Jeremiah Ledbetter,/players/L/LedbJe00.htm,0,0,0,0,0,1,0
Glover Quin,/players/Q/QuinGl99.htm,1,1,0,0,3,1,0
Jalen Reeves-Maybin,/players/R/ReevJa00.htm,0,0,0,0,0,1,0
Christian Ringo,/players/R/RingCh00.htm,0,0,0,0,1,0,0
A'Shawn Robinson,/players/R/RobiAS00.htm,0,0,1,1,2,2,0
Darius Slay,/players/S/SlayDa00.htm,0,0,0,0,0,0,1
Akeem Spence,/players/S/SpenAk00.htm,0,1,3,2,1,1,0
Teez Tabor,/players/T/TaboTe00.htm,1,0,0,0,0,0,0
Cornelius Washington,/players/W/WashCo00.htm,0,0,1,1,1,0,0
Tahir Whitehead,/players/W/WhitTa00.htm,1,0,0,0,1,0,1
Paul Worrilow,/players/W/WorrPa00.htm,0,0,0,0,2,0,1
Anthony Zettel,/players/Z/ZettAn00.htm,0,0,0,0,1,0,0
Brandon Bell,/players/B/BellBr01.htm,0,0,1,0,0,0,0
Vontaze Burfict,/players/B/BurfVo00.htm,0,0,1,0,0,0,0
Carlos Dunlap,/players/D/DunlCa99.htm,0,1,1,1,0,0,0
Clayton Fejedelem,/players/F/FejeCl00.htm,0,1,1,0,0,0,0
George Iloka,/players/I/IlokGe00.htm,1,0,1,0,0,0,2
William Jackson,/players/J/JackWi02.htm,0,0,1,0,0,0,0
Michael Johnson,/players/J/JohnMi98.htm,2,0,3,0,0,0,0
Carl Lawson,/players/L/LawsCa00.htm,0,1,0,1,0,0,0
Hardy Nickerson,/players/N/NickHa02.htm,0,1,0,0,0,1,0
Vincent Rey,/players/R/ReyxVi00.htm,0,0,1,0,0,0,0
Chris Smith,/players/S/SmitCh03.htm,0,0,0,0,0,0,1
Jordan Willis,/players/W/WillJo09.htm,0,1,0,0,0,0,0
Shawn Williams,/players/W/WillSh02.htm,0,0,3,0,1,0,0
