player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Jamal Adams,/players/A/AdamJa00.htm,2,1,0,5,0,0,0
David Bass,/players/B/BassDa00.htm,0,1,0,0,0,0,0
Juston Burris,/players/B/BurrJu00.htm,0,1,0,0,0,0,0
Morris Claiborne,/players/C/ClaiMo00.htm,0,0,0,1,1,0,0
Xavier Cooper,/players/C/CoopXa00.htm,0,0,1,0,0,0,0
Demario Davis,/players/D/DaviDe00.htm,2,2,2,2,1,0,0
Obum Gwacham,/players/G/GwacOb00.htm,1,0,1,0,0,0,0
Jordan Jenkins,/players/J/JenkJo01.htm,0,1,0,1,0,1,1
Darron Lee,/players/L/LeexDa00.htm,1,0,0,0,0,0,0
Josh Martin,/players/M/MartJo02.htm,1,0,1,0,0,0,0
Steve McLendon,/players/M/McLeSt00.htm,0,1,0,1,0,0,0
Rontez Miles,/players/M/MileRo00.htm,0,0,3,1,0,0,0
Mike Pennel,/players/P/PennMi00.htm,0,1,0,4,0,0,0
Buster Skrine,/players/S/SkriBu00.htm,0,1,0,2,0,0,0
Leonard Williams,/players/W/WillLe02.htm,0,2,0,0,0,0,0
Malcom Brown,/players/B/BrowMa01.htm,0,0,0,0,0,2,0
Malcolm Butler,/players/B/ButlMa01.htm,0,0,0,0,0,0,1
Marquis Flowers,/players/F/FlowMa00.htm,1,0,0,0,0,1,0
Trey Flowers,/players/F/FlowTr00.htm,0,0,1,0,0,1,0
Stephon Gilmore,/players/G/GilmSt00.htm,1,0,0,0,0,0,0
Lawrence Guy,/players/G/GuyxLa00.htm,1,1,0,0,0,2,1
James Harrison,/players/H/HarrJa23.htm,1,0,0,0,0,0,0
Ricky Jean-Francois,/players/J/JeanRi99.htm,0,1,0,0,0,0,0
Eric Lee,/players/L/LeexEr00.htm,0,0,0,0,0,1,0
Devin McCourty,/players/M/McCoDe99.htm,2,0,0,0,0,1,1
Jordan Richards,/players/R/RichJo00.htm,0,0,1,0,0,0,0
Elandon Roberts,/players/R/RobeEl00.htm,1,0,0,0,0,0,0
