player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Henry Anderson,/players/A/AndeHe00.htm,0,0,0,1,0,1,0
Jonathan Bostic,/players/B/BostJo00.htm,0,3,0,2,1,0,0
Vontae Davis,/players/D/DaviVo99.htm,0,0,0,0,0,0,1
Matthias Farley,/players/F/FarlMa00.htm,0,3,0,4,0,0,0
Nate Hairston,/players/H/HairNa00.htm,0,0,0,0,0,0,1
Johnathan Hankins,/players/H/HankJo00.htm,0,0,0,2,0,1,0
Malik Hooker,/players/H/HookMa00.htm,0,0,0,2,0,0,1
Rashaan Melvin,/players/M/MelvRa00.htm,0,0,0,1,0,0,0
Antonio Morrison,/players/M/MorrAn01.htm,1,1,0,1,1,1,1
Hassan Ridgeway,/players/R/RidgHa00.htm,0,0,0,0,1,1,0
Jabaal Sheard,/players/S/SheaJa00.htm,0,1,0,0,2,1,1
John Simon,/players/S/SimoJo01.htm,0,1,0,1,0,1,1
Grover Stewart,/players/S/StewGr00.htm,0,0,0,1,0,0,0
Al Woods,/players/W/WoodAl99.htm,0,1,0,1,0,1,0
Michael Bennett,/players/B/BennMi99.htm,0,0,0,1,0,0,0
Kam Chancellor,/players/C/ChanKa99.htm,0,1,0,0,0,0,0
Frank Clark,/players/C/ClarFr01.htm,0,1,0,1,0,1,0
Terence Garvin,/players/G/GarvTe00.htm,0,0,0,1,0,0,0
Shaquill Griffin,/players/G/GrifSh00.htm,0,1,0,0,0,0,0
Nazair Jones,/players/J/JoneNa00.htm,0,0,0,1,0,0,0
Bradley McDougald,/players/M/McDoBr01.htm,0,0,0,2,0,0,0
Jarran Reed,/players/R/ReedJa02.htm,0,1,0,1,0,1,0
Sheldon Richardson,/players/R/RichSh00.htm,0,2,0,1,1,0,0
Richard Sherman,/players/S/SherRi00.htm,0,0,0,0,0,1,0
Garrison Smith,/players/S/SmitGa01.htm,0,0,0,2,1,0,0
Earl Thomas,/players/T/ThomEa99.htm,0,1,0,0,0,0,0
Bobby Wagner,/players/W/WagnBo00.htm,0,2,0,1,0,1,0
Michael Wilhoite,/players/W/WilhMi00.htm,0,0,0,2,0,0,0
K.J. Wright,/players/W/WrigK.00.htm,0,1,1,0,1,0,0
