player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Kentrell Brice,/players/B/BricKe00.htm,1,0,0,0,0,0,0
Morgan Burnett,/players/B/BurnMo99.htm,1,0,1,0,0,0,0
Kenny Clark,/players/C/ClarKe01.htm,0,0,1,0,0,0,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,0,0,1,0,1,2,0
Quinton Dial,/players/D/DialQu00.htm,0,0,1,0,0,1,1
Davon House,/players/H/HousDa00.htm,0,0,0,0,1,0,1
Josh Jones,/players/J/JoneJo06.htm,0,0,0,0,1,0,1
Dean Lowry,/players/L/LowrDe00.htm,0,0,0,0,1,1,0
Blake Martinez,/players/M/MartBl01.htm,1,0,0,0,0,1,1
Clay Matthews,/players/M/MattCl99.htm,0,0,0,0,1,0,2
Nick Perry,/players/P/PerrNi00.htm,0,1,1,0,1,0,0
Quinten Rollins,/players/R/RollQu00.htm,0,0,0,0,1,0,0
Jake Ryan,/players/R/RyanJa00.htm,0,2,0,0,1,0,0
Joe Thomas,/players/T/ThomJo04.htm,0,0,0,0,0,0,1
Ricardo Allen,/players/A/AlleRi00.htm,0,0,1,0,0,1,1
Vic Beasley,/players/B/BeasVi00.htm,0,0,0,0,1,0,0
De'Vondre Campbell,/players/C/CampDe00.htm,1,0,1,0,0,0,1
Jack Crawford,/players/C/CrawJa00.htm,0,0,0,0,1,1,0
Deion Jones,/players/J/JoneDe01.htm,0,0,0,0,2,1,0
Keanu Neal,/players/N/NealKe01.htm,0,0,0,0,0,1,1
Dontari Poe,/players/P/PoexDo00.htm,0,0,1,0,0,0,0
Duke Riley,/players/R/RileDu00.htm,0,0,2,0,0,0,0
Derrick Shelby,/players/S/ShelDe00.htm,0,0,0,0,1,0,0
