player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Vince Biegel,/players/B/BiegVi00.htm,0,0,0,0,0,1,0
Ahmad Brooks,/players/B/BrooAh21.htm,0,0,0,0,0,0,1
Morgan Burnett,/players/B/BurnMo99.htm,0,0,0,0,0,1,0
Kenny Clark,/players/C/ClarKe01.htm,0,0,0,1,0,1,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,1,0,0,0,0,0,0
Mike Daniels,/players/D/DaniMi00.htm,0,0,0,0,0,1,1
Kyler Fackrell,/players/F/FackKy00.htm,0,0,0,0,0,0,2
Josh Hawkins,/players/H/HawkJo00.htm,1,1,0,0,0,1,0
Josh Jones,/players/J/JoneJo06.htm,0,1,0,0,0,1,0
Dean Lowry,/players/L/LowrDe00.htm,0,1,0,0,0,1,0
Blake Martinez,/players/M/MartBl01.htm,0,0,0,1,0,0,1
Clay Matthews,/players/M/MattCl99.htm,0,0,0,1,0,0,1
Lenzy Pipkins,/players/P/PipkLe00.htm,0,0,0,0,0,2,0
Jake Ryan,/players/R/RyanJa00.htm,1,1,0,1,0,0,0
Jermaine Whitehead,/players/W/WhitJe02.htm,0,0,0,1,0,0,0
Jamal Agnew,/players/A/AgneJa00.htm,0,0,0,1,0,0,0
Ezekiel Ansah,/players/A/AnsaEz00.htm,0,0,0,1,0,0,0
Jarrad Davis,/players/D/DaviJa01.htm,0,3,0,3,0,1,0
Quandre Diggs,/players/D/DiggQu00.htm,0,0,0,1,0,0,0
Jeremiah Ledbetter,/players/L/LedbJe00.htm,0,1,0,1,0,0,0
Glover Quin,/players/Q/QuinGl99.htm,2,1,0,2,0,1,0
A'Shawn Robinson,/players/R/RobiAS00.htm,1,1,0,2,0,1,0
Akeem Spence,/players/S/SpenAk00.htm,0,0,0,0,0,1,0
Cornelius Washington,/players/W/WashCo00.htm,1,0,0,2,0,0,0
Tahir Whitehead,/players/W/WhitTa00.htm,0,1,0,3,0,1,0
Anthony Zettel,/players/Z/ZettAn00.htm,0,1,0,2,0,0,0
