player_name,player_link
Jayon Brown,/players/B/BrowJa06.htm,0,0,0,0,0,0,2
Kevin Byard,/players/B/ByarKe01.htm,0,1,0,0,0,0,0
Jurrell Casey,/players/C/CaseJu00.htm,0,1,1,1,0,1,0
Johnathan Cyprien,/players/C/CyprJo00.htm,0,0,0,1,1,1,0
Kevin Dodd,/players/D/DoddKe00.htm,0,0,0,1,0,1,0
Austin Johnson,/players/J/JohnAu01.htm,0,0,0,1,0,1,0
Brian Orakpo,/players/O/OrakBr99.htm,0,0,1,0,0,0,0
Logan Ryan,/players/R/RyanLo00.htm,0,0,1,0,0,0,0
Da'Norris Searcy,/players/S/SearDa00.htm,0,0,0,1,0,0,0
Erik Walden,/players/W/WaldEr99.htm,0,1,0,1,0,0,1
Avery Williamson,/players/W/WillAv00.htm,0,1,1,1,0,0,0
Sylvester Williams,/players/W/WillSy00.htm,1,0,0,0,0,0,1
Wesley Woodyard,/players/W/WoodWe20.htm,0,0,2,1,0,0,1
DeForest Buckner,/players/B/BuckDe00.htm,0,2,2,3,1,0,0
Adrian Colbert,/players/C/ColbAd00.htm,0,0,1,0,1,0,0
Brock Coyle,/players/C/CoylBr00.htm,1,1,0,0,0,0,0
Sheldon Day,/players/D/DayxSh00.htm,0,0,0,2,0,0,0
Reuben Foster,/players/F/FostRe00.htm,1,0,0,4,0,0,0
Leon Hall,/players/H/HallLe98.htm,0,1,0,0,0,0,0
Dontae Johnson,/players/J/JohnDo02.htm,0,0,1,0,0,0,0
Cassius Marsh,/players/M/MarsCa00.htm,0,1,0,0,0,0,0
Earl Mitchell,/players/M/MitcEa99.htm,0,0,0,1,0,0,0
Eric Reid,/players/R/ReidEr00.htm,0,1,2,2,1,0,1
Solomon Thomas,/players/T/ThomSo00.htm,0,2,0,1,0,0,0
