player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Anthony Barr,/players/B/BarrAn00.htm,0,0,1,0,1,1,0
Ben Gedeon,/players/G/GedeBe00.htm,0,0,0,1,0,0,1
Anthony Harris,/players/H/HarrAn01.htm,1,0,0,0,0,0,0
Danielle Hunter,/players/H/HuntDa01.htm,0,0,1,0,0,0,0
Linval Joseph,/players/J/JoseLi99.htm,1,0,0,0,0,0,0
Jayron Kearse,/players/K/KearJa00.htm,0,0,0,0,1,0,0
Eric Kendricks,/players/K/KendEr00.htm,1,0,1,1,1,1,1
Harrison Smith,/players/S/SmitHa00.htm,0,0,1,1,1,0,1
Trae Waynes,/players/W/WaynTr00.htm,0,0,0,0,0,0,1
Briean Boddy-Calhoun,/players/B/BoddBr01.htm,1,0,0,0,0,0,0
Caleb Brantley,/players/B/BranCa00.htm,0,0,1,0,0,0,0
Ibraheim Campbell,/players/C/CampIb00.htm,0,0,2,1,1,0,1
Jamie Collins,/players/C/CollJa00.htm,1,1,1,0,1,0,0
Derrick Kindred,/players/K/KindDe00.htm,1,0,0,0,1,0,0
Christian Kirksey,/players/K/KirkCh00.htm,0,1,2,0,0,1,1
T.Y. McGill,/players/M/McGiT.00.htm,0,1,0,0,0,0,0
Carl Nassib,/players/N/NassCa00.htm,0,0,0,1,2,0,0
Joe Schobert,/players/S/SchoJo00.htm,0,1,1,1,3,3,0
Danny Shelton,/players/S/ShelDa01.htm,0,0,1,0,0,2,0
Jamar Taylor,/players/T/TaylJa01.htm,0,1,0,0,0,0,0
