player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Jarrad Davis,/players/D/DaviJa01.htm,0,0,0,0,0,0,1
Quandre Diggs,/players/D/DiggQu00.htm,0,0,1,0,0,0,0
Glover Quin,/players/Q/QuinGl99.htm,0,0,0,0,0,1,0
A'Shawn Robinson,/players/R/RobiAS00.htm,1,0,0,0,0,0,0
Darius Slay,/players/S/SlayDa00.htm,0,0,1,0,1,0,0
Akeem Spence,/players/S/SpenAk00.htm,1,0,1,0,1,1,0
Jeremiah Valoaga,/players/V/ValoJe00.htm,0,0,0,0,0,1,0
Cornelius Washington,/players/W/WashCo00.htm,0,0,0,0,2,0,0
Tahir Whitehead,/players/W/WhitTa00.htm,2,3,1,0,0,2,0
Tavon Wilson,/players/W/WilsTa00.htm,2,0,1,0,0,0,0
Paul Worrilow,/players/W/WorrPa00.htm,0,1,1,0,0,0,0
Anthony Zettel,/players/Z/ZettAn00.htm,1,0,0,0,0,0,0
Sam Acho,/players/A/AchoSa00.htm,0,1,0,0,0,0,0
Adrian Amos,/players/A/AmosAd00.htm,0,1,0,0,0,0,0
Jonathan Bullard,/players/B/BullJo00.htm,0,0,0,0,0,1,0
Marcus Cooper,/players/C/CoopMa00.htm,0,0,0,0,1,0,0
Leonard Floyd,/players/F/FloyLe00.htm,1,1,1,0,0,1,1
Eddie Goldman,/players/G/GoldEd00.htm,0,0,0,0,1,0,0
Akiem Hicks,/players/H/HickAk00.htm,0,1,1,0,0,1,0
Eddie Jackson,/players/J/JackEd01.htm,0,0,1,0,0,0,0
Christian Jones,/players/J/JoneCh05.htm,0,0,2,0,0,0,0
Cre'von LeBlanc,/players/L/LeBlCr01.htm,0,0,0,0,0,0,1
Pernell McPhee,/players/M/McPhPe00.htm,1,0,1,0,0,0,1
Mitch Unrein,/players/U/UnreMi00.htm,1,0,0,0,2,1,0
