player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Vince Biegel,/players/B/BiegVi00.htm,0,0,0,1,0,0,0
Ahmad Brooks,/players/B/BrooAh21.htm,0,0,0,3,0,1,0
Morgan Burnett,/players/B/BurnMo99.htm,0,0,1,3,0,0,2
Kenny Clark,/players/C/ClarKe01.htm,0,0,1,2,1,1,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,1,0,0,0,0,1,1
Mike Daniels,/players/D/DaniMi00.htm,0,0,0,2,1,0,1
Marwin Evans,/players/E/EvanMa00.htm,1,0,0,0,0,0,0
Josh Hawkins,/players/H/HawkJo00.htm,1,0,0,0,0,0,0
Josh Jones,/players/J/JoneJo06.htm,0,0,0,1,1,0,0
Dean Lowry,/players/L/LowrDe00.htm,0,0,0,3,0,0,0
Blake Martinez,/players/M/MartBl01.htm,0,0,1,3,1,1,1
Clay Matthews,/players/M/MattCl99.htm,0,0,0,2,2,0,0
Damarious Randall,/players/R/RandDa00.htm,1,1,0,0,0,0,0
Joe Thomas,/players/T/ThomJo04.htm,2,0,2,1,0,0,1
Jermaine Whitehead,/players/W/WhitJe02.htm,0,0,0,1,0,0,0
Mike Adams,/players/A/AdamMi21.htm,0,0,0,1,0,1,0
Mario Addison,/players/A/AddiMa00.htm,0,0,1,0,0,0,0
James Bradberry,/players/B/BradJa00.htm,0,0,0,1,0,0,0
Jairus Byrd,/players/B/ByrdJa99.htm,0,0,0,1,0,0,1
Kurt Coleman,/players/C/ColeKu99.htm,0,0,1,4,0,0,0
Bryan Cox,/players/C/CoxxBr01.htm,0,0,1,1,0,0,0
Thomas Davis,/players/D/DaviTh20.htm,0,0,0,1,0,0,1
Colin Jones,/players/J/JoneCo01.htm,0,0,1,0,0,0,0
Luke Kuechly,/players/K/KuecLu00.htm,1,0,1,1,0,0,0
Star Lotulelei,/players/L/LotuSt00.htm,0,0,0,1,0,0,0
Julius Peppers,/players/P/PeppJu99.htm,0,0,0,1,0,0,0
Daryl Worley,/players/W/WorlDa00.htm,0,1,2,0,0,0,0
