player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Maliek Collins,/players/C/CollMa00.htm,0,0,0,1,0,0,1
Tyrone Crawford,/players/C/CrawTy00.htm,0,1,0,1,0,0,0
Byron Jones,/players/J/JoneBy00.htm,0,1,0,0,0,0,0
Demarcus Lawrence,/players/L/LawrDe00.htm,0,0,0,1,1,0,0
Sean Lee,/players/L/LeexSe99.htm,1,0,0,3,0,1,1
Jourdan Lewis,/players/L/LewiJo01.htm,1,0,0,0,0,0,0
Benson Mayowa,/players/M/MayoBe00.htm,0,1,0,0,0,0,0
Damontre Moore,/players/M/MoorDa01.htm,0,0,0,1,0,0,1
Stephen Paea,/players/P/PaeaSt00.htm,0,0,0,1,0,0,0
Brian Price,/players/P/PricBr00.htm,0,0,1,2,0,0,0
Jaylon Smith,/players/S/SmitJa05.htm,0,1,0,3,0,0,0
Justin Bethel,/players/B/BethJu00.htm,0,0,0,1,0,0,0
Tyvon Branch,/players/B/BranTy99.htm,1,0,1,3,0,1,0
Josh Bynes,/players/B/ByneJo00.htm,0,1,0,0,0,0,0
Karlos Dansby,/players/D/DansKa20.htm,0,0,0,1,0,0,1
Markus Golden,/players/G/GoldMa00.htm,0,0,0,2,0,1,0
Chandler Jones,/players/J/JoneCh03.htm,0,0,0,2,0,0,0
Tyrann Mathieu,/players/M/MathTy00.htm,0,0,0,0,0,0,1
Robert Nkemdiche,/players/N/NkemRo00.htm,0,0,0,1,0,0,0
Corey Peters,/players/P/PeteCo00.htm,0,0,0,4,0,0,0
Patrick Peterson,/players/P/PetePa00.htm,0,0,0,1,0,0,0
Olsen Pierre,/players/P/PierOl00.htm,1,0,0,0,0,0,0
Haason Reddick,/players/R/ReddHa00.htm,0,0,0,0,0,0,1
