player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Michael Bennett,/players/B/BennMi99.htm,0,1,2,0,0,0,0
Frank Clark,/players/C/ClarFr01.htm,0,0,1,1,0,0,0
Shaquill Griffin,/players/G/GrifSh00.htm,0,0,0,1,0,0,0
Branden Jackson,/players/J/JackBr04.htm,0,0,0,1,0,0,0
Dion Jordan,/players/J/JordDi00.htm,0,1,0,0,0,0,0
Bradley McDougald,/players/M/McDoBr01.htm,0,1,0,0,0,3,0
Jarran Reed,/players/R/ReedJa02.htm,0,0,0,1,1,0,0
Sheldon Richardson,/players/R/RichSh00.htm,0,0,0,0,0,1,2
Garrison Smith,/players/S/SmitGa01.htm,0,0,0,0,0,1,1
Marcus Smith,/players/S/SmitMa03.htm,0,1,0,0,0,0,0
Earl Thomas,/players/T/ThomEa99.htm,1,2,0,1,2,2,1
Bobby Wagner,/players/W/WagnBo00.htm,1,1,0,0,0,1,2
Michael Wilhoite,/players/W/WilhMi00.htm,0,0,0,0,0,1,0
K.J. Wright,/players/W/WrigK.00.htm,0,1,0,0,0,0,0
Chidobe Awuzie,/players/A/AwuzCh00.htm,0,0,0,0,0,0,1
Maliek Collins,/players/C/CollMa00.htm,0,1,0,0,0,1,1
Tyrone Crawford,/players/C/CrawTy00.htm,2,0,0,1,0,0,0
Jeff Heath,/players/H/HeatJe00.htm,2,0,0,1,0,0,0
Anthony Hitchens,/players/H/HitcAn00.htm,1,0,0,1,1,0,0
Byron Jones,/players/J/JoneBy00.htm,0,0,1,0,0,0,1
Datone Jones,/players/J/JoneDa03.htm,0,0,0,1,1,0,0
Demarcus Lawrence,/players/L/LawrDe00.htm,0,1,0,0,0,0,0
Sean Lee,/players/L/LeexSe99.htm,1,3,0,1,1,1,1
Jourdan Lewis,/players/L/LewiJo01.htm,0,1,0,0,0,0,0
Benson Mayowa,/players/M/MayoBe00.htm,0,0,0,1,0,0,0
Daniel Ross,/players/R/RossDa02.htm,0,0,0,0,0,2,0
Jaylon Smith,/players/S/SmitJa05.htm,0,0,0,0,1,0,0
Damien Wilson,/players/W/WilsDa02.htm,1,1,0,0,0,0,1
