player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Kenneth Acker,/players/A/AckeKe00.htm,1,0,0,1,0,0,0
Allen Bailey,/players/B/BailAl00.htm,0,0,0,0,1,0,0
Tamba Hali,/players/H/HaliTa20.htm,0,1,0,0,0,0,0
Justin Houston,/players/H/HousJu00.htm,0,0,0,0,1,1,0
Derrick Johnson,/players/J/JohnDe25.htm,0,1,0,1,0,0,0
Chris Jones,/players/J/JoneCh09.htm,0,1,0,0,0,0,0
Bennie Logan,/players/L/LogaBe00.htm,0,1,0,0,0,1,0
Roy Miller,/players/M/MillRo99.htm,0,1,0,0,0,1,0
Steven Nelson,/players/N/NelsSt01.htm,0,0,0,0,0,0,1
Rakeem Nunez-Roches,/players/N/NuneRa00.htm,0,1,2,0,0,2,0
Ron Parker,/players/P/ParkRo01.htm,0,0,1,0,1,0,1
Kevin Pierre-Louis,/players/P/PierKe00.htm,0,2,1,3,0,0,0
Reggie Ragland,/players/R/RaglRe00.htm,0,0,0,0,0,1,0
Daniel Sorensen,/players/S/SoreDa01.htm,2,0,0,0,0,2,0
Frank Zombo,/players/Z/ZombFr00.htm,0,0,1,0,0,1,0
Anthony Brown,/players/B/BrowAn02.htm,0,0,0,0,0,0,1
Anthony Hitchens,/players/H/HitcAn00.htm,0,0,0,1,0,0,0
David Irving,/players/I/IrviDa00.htm,0,0,0,1,0,1,0
Byron Jones,/players/J/JoneBy00.htm,0,2,0,1,0,0,0
Demarcus Lawrence,/players/L/LawrDe00.htm,0,0,0,1,0,0,0
Sean Lee,/players/L/LeexSe99.htm,1,0,1,1,0,1,0
Jourdan Lewis,/players/L/LewiJo01.htm,1,0,0,0,0,0,0
Brian Price,/players/P/PricBr00.htm,0,1,0,0,0,0,0
Orlando Scandrick,/players/S/ScanOr99.htm,1,0,0,0,1,0,0
Jaylon Smith,/players/S/SmitJa05.htm,0,0,0,0,0,0,1
Damien Wilson,/players/W/WilsDa02.htm,1,1,0,1,0,0,0
