player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Preston Brown,/players/B/BrowPr00.htm,1,2,0,0,1,1,1
Ryan Davis,/players/D/DaviRy00.htm,0,0,0,0,1,1,0
E.J. Gaines,/players/G/GainE.00.htm,1,1,0,0,0,0,0
Jerry Hughes,/players/H/HughJe99.htm,2,0,0,0,0,0,0
Ramon Humber,/players/H/HumbRa00.htm,1,3,0,0,1,0,1
Micah Hyde,/players/H/HydeMi00.htm,1,2,0,0,0,0,2
Matt Milano,/players/M/MilaMa00.htm,1,0,0,0,0,0,0
Jordan Poyer,/players/P/PoyeJo00.htm,0,1,1,0,0,0,0
Cedric Thornton,/players/T/ThorCe00.htm,0,1,0,0,0,0,0
Kyle Williams,/players/W/WillKy20.htm,0,0,0,0,1,0,0
Jerel Worthy,/players/W/WortJe00.htm,0,0,0,0,0,1,0
Shareece Wright,/players/W/WrigSh00.htm,0,0,1,0,0,0,0
Eddie Yarbrough,/players/Y/YarbEd01.htm,0,0,1,0,0,0,2
De'Vondre Campbell,/players/C/CampDe00.htm,0,0,3,0,0,0,0
Jack Crawford,/players/C/CrawJa00.htm,0,0,0,0,1,0,0
Grady Jarrett,/players/J/JarrGr00.htm,1,0,2,0,0,3,1
Deion Jones,/players/J/JoneDe01.htm,0,1,0,0,1,3,1
Damontae Kazee,/players/K/KazeDa00.htm,2,0,1,0,0,2,0
Keanu Neal,/players/N/NealKe01.htm,1,1,0,0,0,3,1
Sharrod Neasman,/players/N/NeasSh00.htm,0,0,0,0,0,1,0
Dontari Poe,/players/P/PoexDo00.htm,1,0,0,0,2,2,0
Brooks Reed,/players/R/ReedBr00.htm,1,0,0,0,2,2,1
Duke Riley,/players/R/RileDu00.htm,0,0,1,0,0,0,0
Derrick Shelby,/players/S/ShelDe00.htm,0,1,0,0,0,0,0
Joe Vellano,/players/V/VellJo00.htm,0,0,0,0,0,0,1
