player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Zaire Anderson,/players/A/AndeZa01.htm,0,0,1,0,1,1,1
Shaquil Barrett,/players/B/BarrSh00.htm,0,1,0,0,0,0,0
Todd Davis,/players/D/DaviTo01.htm,0,2,0,3,0,0,1
Adam Gotsis,/players/G/GotsAd00.htm,0,0,1,1,0,0,0
Chris Harris,/players/H/HarrCh01.htm,0,0,0,1,0,0,1
Shelby Harris,/players/H/HarrSh00.htm,1,0,0,1,0,0,0
Brandon Marshall,/players/M/MarsBr01.htm,0,3,0,2,0,0,0
Von Miller,/players/M/MillVo00.htm,0,0,0,2,0,0,1
Will Parks,/players/P/ParkWi01.htm,0,0,0,2,0,1,0
Domata Peko,/players/P/PekoDo20.htm,0,2,0,0,1,0,0
Bradley Roby,/players/R/RobyBr00.htm,1,0,0,0,0,0,0
Justin Simmons,/players/S/SimmJu00.htm,0,1,0,0,0,0,0
Darian Stewart,/players/S/StewDa00.htm,1,0,0,0,0,0,0
DeMarcus Walker,/players/W/WalkDe03.htm,0,0,0,1,0,0,0
Derek Wolfe,/players/W/WolfDe00.htm,1,0,0,2,0,0,0
Jahleel Addae,/players/A/AddaJa00.htm,2,1,0,2,0,0,0
Tre Boston,/players/B/BostTr00.htm,1,0,0,1,0,0,0
Kyle Emanuel,/players/E/EmanKy00.htm,1,0,0,1,0,0,0
Melvin Ingram,/players/I/IngrMe00.htm,0,0,0,0,0,1,1
Rayshawn Jenkins,/players/J/JenkRa00.htm,0,0,0,1,0,0,0
Desmond King,/players/K/KingDe01.htm,0,0,0,2,0,0,0
Chris McCain,/players/M/McCaCh00.htm,1,0,0,1,0,0,0
Adrian Phillips,/players/P/PhilAd00.htm,0,1,0,2,0,0,0
Darius Philon,/players/P/PhilDa01.htm,0,0,0,0,0,1,1
Hayes Pullard,/players/P/PullHa00.htm,1,0,0,1,0,0,0
Damion Square,/players/S/SquaDa00.htm,0,0,0,1,0,0,0
Korey Toomer,/players/T/ToomKo00.htm,1,0,0,1,0,1,0
Trevor Williams,/players/W/WillTr05.htm,1,0,0,0,0,0,1
