player_name,player_link
Jamal Adams,/players/A/AdamJa00.htm,0,0,2,1,1,0,0
Terrence Brooks,/players/B/BrooTe00.htm,0,0,0,0,0,1,0
Morris Claiborne,/players/C/ClaiMo00.htm,0,0,0,0,1,0,1
Demario Davis,/players/D/DaviDe00.htm,1,0,3,2,2,1,0
Dylan Donahue,/players/D/DonaDy00.htm,0,0,0,1,0,0,0
Kony Ealy,/players/E/EalyKo00.htm,0,0,0,1,0,2,1
Jordan Jenkins,/players/J/JenkJo01.htm,0,0,0,1,0,1,0
Darron Lee,/players/L/LeexDa00.htm,1,0,1,0,1,2,0
Josh Martin,/players/M/MartJo02.htm,0,1,0,0,0,1,0
Marcus Maye,/players/M/MayeMa00.htm,0,1,1,1,0,1,1
Steve McLendon,/players/M/McLeSt00.htm,0,0,1,2,0,1,0
Claude Pelon,/players/P/PeloCl00.htm,0,0,0,1,0,1,0
Mike Pennel,/players/P/PennMi00.htm,0,0,0,2,2,1,0
Buster Skrine,/players/S/SkriBu00.htm,0,0,0,2,0,0,0
Julian Stanford,/players/S/StanJu00.htm,0,0,1,0,0,0,0
Muhammad Wilkerson,/players/W/WilkMu00.htm,0,0,0,2,0,0,0
Leonard Williams,/players/W/WillLe02.htm,0,0,2,1,1,0,0
Lorenzo Alexander,/players/A/AlexLo99.htm,0,0,1,1,0,0,0
Preston Brown,/players/B/BrowPr00.htm,0,0,0,1,0,0,0
E.J. Gaines,/players/G/GainE.00.htm,0,0,1,1,0,0,0
Jerry Hughes,/players/H/HughJe99.htm,0,0,1,2,0,0,0
Ramon Humber,/players/H/HumbRa00.htm,0,0,1,2,0,0,0
Leonard Johnson,/players/J/JohnLe03.htm,0,0,1,0,0,0,0
Shaq Lawson,/players/L/LawsSh00.htm,0,0,0,2,0,1,0
Jordan Poyer,/players/P/PoyeJo00.htm,0,0,1,0,0,0,0
Adolphus Washington,/players/W/WashAd00.htm,0,0,0,1,0,1,0
TreDavious White,/players/W/WhitTr01.htm,0,0,0,0,0,1,0
Kyle Williams,/players/W/WillKy20.htm,0,0,1,0,0,0,0
Eddie Yarbrough,/players/Y/YarbEd01.htm,0,0,1,0,0,1,0
