player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Bashaud Breeland,/players/B/BreeBa00.htm,2,0,0,0,0,0,0
Deshazor Everett,/players/E/EverDe01.htm,0,1,0,1,2,2,0
A.J. Francis,/players/F/FranA.00.htm,0,0,0,4,1,0,1
Kendall Fuller,/players/F/FullKe00.htm,0,0,0,1,0,1,0
Junior Galette,/players/G/GaleJu00.htm,0,0,0,1,0,0,0
Josh Harvey-Clemons,/players/H/HarvJo01.htm,0,0,0,1,0,0,0
Matthew Ioannidis,/players/I/IoanMa01.htm,0,0,1,2,1,0,0
Anthony Lanier,/players/L/LaniAn00.htm,0,0,0,0,1,0,0
Terrell McClain,/players/M/McClTe00.htm,1,0,0,0,0,0,0
Stacy McGee,/players/M/McGeSt01.htm,0,0,1,0,0,0,0
Josh Norman,/players/N/NormJo01.htm,0,0,0,0,4,0,0
Pete Robertson,/players/R/RobePe01.htm,1,0,0,0,0,0,0
Preston Smith,/players/S/SmitPr00.htm,1,0,0,0,0,1,1
Martrell Spaight,/players/S/SpaiMa00.htm,1,1,3,1,5,0,1
D.J. Swearinger,/players/S/SweaDJ00.htm,0,0,1,4,1,2,1
Zach Vigil,/players/V/VigiZa00.htm,1,0,1,4,4,3,0
Andrew Adams,/players/A/AdamAn01.htm,0,0,0,0,0,0,2
Ray-Ray Armstrong,/players/A/ArmsRa01.htm,0,0,0,1,0,1,0
Ross Cockrell,/players/C/CockRo00.htm,0,0,0,0,0,0,1
Brandon Dixon,/players/D/DixoBr00.htm,0,0,1,1,0,1,0
Damon Harrison,/players/H/HarrDa03.htm,0,1,0,2,0,1,0
Darryl Morris,/players/M/MorrDa01.htm,1,0,0,0,0,0,0
Jason Pierre-Paul,/players/P/PierJa99.htm,0,0,0,1,0,0,0
Kelvin Sheppard,/players/S/ShepKe00.htm,0,0,0,0,0,1,0
Darian Thompson,/players/T/ThomDa05.htm,0,0,0,1,0,1,0
Robert Thomas,/players/T/ThomRo04.htm,0,0,0,1,0,0,0
Dalvin Tomlinson,/players/T/TomlDa00.htm,0,2,0,0,0,2,0
Olivier Vernon,/players/V/VernOl00.htm,0,0,0,0,0,1,0
