player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Kentrell Brice,/players/B/BricKe00.htm,0,0,0,0,1,0,0
Ahmad Brooks,/players/B/BrooAh21.htm,0,1,1,0,0,0,0
Morgan Burnett,/players/B/BurnMo99.htm,0,1,0,0,2,0,0
Kenny Clark,/players/C/ClarKe01.htm,0,0,1,2,1,1,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,0,0,2,0,0,0,0
Mike Daniels,/players/D/DaniMi00.htm,0,1,0,0,2,0,0
Josh Hawkins,/players/H/HawkJo00.htm,1,0,0,0,0,0,0
Davon House,/players/H/HousDa00.htm,0,1,0,1,0,0,0
Dean Lowry,/players/L/LowrDe00.htm,0,0,0,0,0,0,1
Blake Martinez,/players/M/MartBl01.htm,0,1,0,5,1,1,1
Clay Matthews,/players/M/MattCl99.htm,0,0,1,1,0,0,1
Nick Perry,/players/P/PerrNi00.htm,0,0,1,1,0,0,0
Damarious Randall,/players/R/RandDa00.htm,0,0,0,0,0,1,0
Quinten Rollins,/players/R/RollQu00.htm,0,1,0,1,0,0,0
Jake Ryan,/players/R/RyanJa00.htm,0,1,2,2,1,0,0
Chidobe Awuzie,/players/A/AwuzCh00.htm,0,0,0,0,0,0,1
Anthony Brown,/players/B/BrowAn02.htm,0,0,0,0,1,0,1
Maliek Collins,/players/C/CollMa00.htm,0,0,1,0,1,0,0
Jeff Heath,/players/H/HeatJe00.htm,2,0,0,0,1,0,0
Anthony Hitchens,/players/H/HitcAn00.htm,1,1,0,1,0,0,0
David Irving,/players/I/IrviDa00.htm,0,1,0,1,0,0,1
Byron Jones,/players/J/JoneBy00.htm,0,1,0,0,1,0,0
Demarcus Lawrence,/players/L/LawrDe00.htm,0,1,0,0,1,0,0
Jourdan Lewis,/players/L/LewiJo01.htm,1,1,0,0,0,0,0
Damontre Moore,/players/M/MoorDa01.htm,0,1,0,0,0,0,0
Orlando Scandrick,/players/S/ScanOr99.htm,2,0,0,0,0,0,0
Jaylon Smith,/players/S/SmitJa05.htm,2,1,2,1,0,0,0
Kyle Wilber,/players/W/WilbKy00.htm,1,0,0,0,0,0,0
Damien Wilson,/players/W/WilsDa02.htm,0,0,0,0,0,0,1
