player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Adrian Amos,/players/A/AmosAd00.htm,2,2,0,3,0,0,0
Prince Amukamara,/players/A/AmukPr00.htm,2,0,0,0,0,0,0
Jonathan Bullard,/players/B/BullJo00.htm,0,0,1,2,1,0,0
Bryce Callahan,/players/C/CallBr00.htm,0,0,0,0,0,1,0
Eddie Goldman,/players/G/GoldEd00.htm,0,1,0,1,0,1,0
Akiem Hicks,/players/H/HickAk00.htm,0,0,0,2,1,0,0
Lamarr Houston,/players/H/HousLa99.htm,0,0,0,0,1,1,0
Eddie Jackson,/players/J/JackEd01.htm,0,1,2,3,1,0,1
John Jenkins,/players/J/JenkJo00.htm,0,0,0,1,0,0,0
Nick Kwiatkoski,/players/K/KwiaNi00.htm,0,1,0,1,1,0,1
Roy Robertson-Harris,/players/R/RobeRo00.htm,0,1,0,2,0,0,0
Danny Trevathan,/players/T/TrevDa00.htm,1,2,0,2,0,0,0
Anthony Barr,/players/B/BarrAn00.htm,2,0,0,1,0,0,0
Ben Gedeon,/players/G/GedeBe00.htm,1,0,1,1,1,0,0
Danielle Hunter,/players/H/HuntDa01.htm,0,1,0,0,0,0,1
Tom Johnson,/players/J/JohnTo01.htm,1,0,0,0,0,1,0
Linval Joseph,/players/J/JoseLi99.htm,1,0,0,0,0,1,0
Terence Newman,/players/N/NewmTe20.htm,1,0,0,0,0,0,0
Brian Robison,/players/R/RobiBr98.htm,0,0,0,1,0,0,0
Andrew Sendejo,/players/S/SendAn00.htm,0,0,0,1,1,0,0
Trae Waynes,/players/W/WaynTr00.htm,1,0,0,0,0,0,1
