player_name,player_link
Adrian Amos,/players/A/AmosAd00.htm,0,0,1,1,0,0,0
Bryce Callahan,/players/C/CallBr00.htm,0,0,0,1,0,0,0
Leonard Floyd,/players/F/FloyLe00.htm,1,0,0,1,0,0,0
Kyle Fuller,/players/F/FullKy00.htm,1,0,0,0,0,0,0
Eddie Goldman,/players/G/GoldEd00.htm,1,0,0,0,0,1,0
Akiem Hicks,/players/H/HickAk00.htm,0,0,1,0,0,1,0
Christian Jones,/players/J/JoneCh05.htm,1,1,0,2,0,1,0
Pernell McPhee,/players/M/McPhPe00.htm,0,0,0,0,0,1,0
Roy Robertson-Harris,/players/R/RobeRo00.htm,0,1,0,0,0,0,0
John Timu,/players/T/TimuJo00.htm,0,0,0,1,0,0,1
Danny Trevathan,/players/T/TrevDa00.htm,3,1,2,0,1,1,0
Mitch Unrein,/players/U/UnreMi00.htm,0,0,1,1,0,0,0
Willie Young,/players/Y/YounWi99.htm,0,0,1,0,0,0,1
Kentrell Brice,/players/B/BricKe00.htm,0,0,0,0,0,0,1
Ahmad Brooks,/players/B/BrooAh21.htm,1,0,0,0,0,0,0
Morgan Burnett,/players/B/BurnMo99.htm,2,2,1,1,1,0,0
Kenny Clark,/players/C/ClarKe01.htm,0,1,0,0,0,0,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,1,0,1,0,0,0,0
Quinton Dial,/players/D/DialQu00.htm,1,1,0,1,0,1,0
Ricky Jean-Francois,/players/J/JeanRi99.htm,0,1,0,0,0,0,0
Josh Jones,/players/J/JoneJo06.htm,1,0,0,0,0,0,0
Dean Lowry,/players/L/LowrDe00.htm,0,0,1,0,0,0,0
Blake Martinez,/players/M/MartBl01.htm,3,1,0,1,1,0,0
Clay Matthews,/players/M/MattCl99.htm,1,0,0,0,0,0,1
Nick Perry,/players/P/PerrNi00.htm,2,0,0,2,0,0,0
Damarious Randall,/players/R/RandDa00.htm,0,0,0,0,0,1,1
Jake Ryan,/players/R/RyanJa00.htm,2,1,1,1,0,0,0
