player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Kenny Clark,/players/C/ClarKe01.htm,0,0,1,0,1,0,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,0,0,1,0,1,0,0
Mike Daniels,/players/D/DaniMi00.htm,1,0,1,0,1,0,0
Davon House,/players/H/HousDa00.htm,1,0,0,0,0,0,0
Josh Jones,/players/J/JoneJo06.htm,0,0,1,0,0,0,0
Dean Lowry,/players/L/LowrDe00.htm,0,0,1,0,0,0,0
Blake Martinez,/players/M/MartBl01.htm,0,0,1,0,0,0,0
Clay Matthews,/players/M/MattCl99.htm,0,1,0,0,0,0,0
Nick Perry,/players/P/PerrNi00.htm,0,0,1,0,2,0,0
Jake Ryan,/players/R/RyanJa00.htm,0,0,2,0,0,0,1
Sam Acho,/players/A/AchoSa00.htm,0,1,0,0,0,0,1
Adrian Amos,/players/A/AmosAd00.htm,1,2,1,0,1,1,1
Prince Amukamara,/players/A/AmukPr00.htm,1,0,0,0,0,0,0
Leonard Floyd,/players/F/FloyLe00.htm,0,1,0,0,0,0,0
Kyle Fuller,/players/F/FullKy00.htm,0,0,0,0,0,1,0
Eddie Goldman,/players/G/GoldEd00.htm,0,1,0,0,0,1,0
Akiem Hicks,/players/H/HickAk00.htm,0,1,2,0,1,1,2
Eddie Jackson,/players/J/JackEd01.htm,0,0,0,0,0,2,0
Christian Jones,/players/J/JoneCh05.htm,2,0,0,0,2,2,0
Nick Kwiatkoski,/players/K/KwiaNi00.htm,0,0,2,0,1,1,0
Cre'von LeBlanc,/players/L/LeBlCr01.htm,0,0,0,0,0,1,0
Pernell McPhee,/players/M/McPhPe00.htm,0,1,0,0,0,0,0
Mitch Unrein,/players/U/UnreMi00.htm,1,0,1,0,0,0,0
